study,dataset_key,model_key,seeds,r_star_bits_per_value,coherent_energy_over_entropy,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen25_natural,kind_code,qwen25_7b_base,3,0.658975990746156,67.03733923881475,1.9153087538253208,0.6268409182150078,0.7274599329516751
qwen25_natural,kind_dialogue,qwen25_7b_base,3,1.1845548919661695,51.472209385225874,2.969776538256355,0.6325278565469268,0.8131895428371458
qwen25_natural,kind_instruct,qwen25_7b_base,3,0.7746264252357574,58.63843202235105,1.88056976373385,0.6299095766743219,0.7238822534669275
qwen25_natural,kind_summary,qwen25_7b_base,3,0.39119903726987415,51.478145234621145,2.4071694698030255,0.6325256878011614,0.7721364008886411
qwen25_natural,panel_math,qwen25_7b_base,3,0.4121487923125579,26.61006681549465,0.40321393030535546,0.6416115887691054,0.4229030723859156
