study,dataset_key,model_key,seeds,r_star_bits_per_value,angular_correction_logdet,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen25_natural,kind_code,qwen25_7b_base,3,0.658975990746156,115.62234280565421,1.9153087538253208,0.7077823446394045,0.7274599329516751
qwen25_natural,kind_dialogue,qwen25_7b_base,3,1.1845548919661695,121.03221515967522,2.969776538256355,0.7318956689913634,0.8131895428371458
qwen25_natural,kind_instruct,qwen25_7b_base,3,0.7746264252357574,129.66050530029713,1.88056976373385,0.7703543876354333,0.7238822534669275
qwen25_natural,kind_summary,qwen25_7b_base,3,0.39119903726987415,119.76263315518462,2.4071694698030255,0.7262367845182506,0.7721364008886411
qwen25_natural,panel_math,qwen25_7b_base,3,0.4121487923125579,113.51980294225037,0.40321393030535546,0.6984107324512727,0.4229030723859156
