study,dataset_key,model_key,seeds,r_star_bits_per_value,dataset_correction_log_volume,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
llama_cot_answer,cot_math,llama31_8b_base,3,0.14393250040720995,636.5404847539304,2.3622942821013138,,
llama_cot_full,cot_math,llama31_8b_base,3,1.14615953431384,1073.0021556940978,1.226089944364503,,
llama_cot_reasoning,cot_math,llama31_8b_base,3,0.7647568623618697,1079.9932928667904,1.1333135597718258,,
llama_natural,kind_code,llama31_8b_base,3,1.0413726121078197,816.9680613236687,2.2242942017951868,0.7345770500328124,0.5806645159983737
llama_natural,kind_dialogue,llama31_8b_base,3,0.9033623046328357,818.6806518860889,2.8733261290275443,0.7356593454001401,0.6307078644516204
llama_natural,kind_instruct,llama31_8b_base,3,0.7475240465550103,811.473549774928,2.2563000896479934,0.7311047172257651,0.5834569702469629
llama_natural,kind_summary,llama31_8b_base,3,0.6736490402101966,780.5623271041059,2.3227116002300483,0.7115699411799421,0.5891270149400478
llama_natural,panel_math,llama31_8b_base,3,0.9266491819773327,736.6943523866622,1.225934764292712,0.6838469659092814,0.464222882187736
