study,dataset_key,model_key,seeds,r_star_bits_per_value,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen3_natural,kind_code,qwen3_8b_base,3,0.8523414307666529,1.7526341708465762,0.5223646119927176,0.534082908531129
qwen3_natural,kind_dialogue,qwen3_8b_base,3,1.0796848342216252,3.014718977418102,0.7210967816215793,0.6400969703263379
qwen3_natural,kind_instruct,qwen3_8b_base,3,0.8348358446025559,1.9518987516057678,0.5537414911519196,0.5551304050624803
qwen3_natural,kind_summary,qwen3_8b_base,3,0.6368193259654874,2.407522968567134,0.6254856312451329,0.5961367621812061
