study,dataset_key,model_key,seeds,r_star_bits_per_value,fisher_logdet,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen25_natural,kind_code,qwen25_7b_base,3,0.658975990746156,311.57852856671167,1.9153087538253208,0.6825339340687369,0.7274599329516751
qwen25_natural,kind_dialogue,qwen25_7b_base,3,1.1845548919661695,490.3239950691218,2.969776538256355,0.8761811454933971,0.8131895428371458
qwen25_natural,kind_instruct,qwen25_7b_base,3,0.7746264252357574,436.60643798078655,1.88056976373385,0.8179852351956618,0.7238822534669275
qwen25_natural,kind_summary,qwen25_7b_base,3,0.39119903726987415,420.9268101269899,2.4071694698030255,0.8009984199802772,0.7721364008886411
qwen25_natural,panel_math,qwen25_7b_base,3,0.4121487923125579,145.7379341340234,0.40321393030535546,0.5028674547934981,0.4229030723859156
