study,dataset_key,model_key,seeds,r_star_bits_per_value,trace_normalized_correction_logdet,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen3_natural,kind_code,qwen3_8b_base,3,0.8523414307666529,77.66743257235176,1.7526341708465762,0.5058842448742131,0.534082908531129
qwen3_natural,kind_dialogue,qwen3_8b_base,3,1.0796848342216252,73.3447070519769,3.014718977418102,0.48522764543712893,0.6400969703263379
qwen3_natural,kind_instruct,qwen3_8b_base,3,0.8348358446025559,69.22099555038027,1.9518987516057678,0.4655220554612953,0.5551304050624803
qwen3_natural,kind_summary,qwen3_8b_base,3,0.6368193259654874,74.1221394469036,2.407522968567134,0.48894268806375896,0.5961367621812061
