study,dataset_key,model_key,seeds,r_star_bits_per_value,margin_deficit_bits,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen3_natural,kind_code,qwen3_8b_base,3,0.8523414307666529,1.3379470380465588,1.7526341708465762,0.5188188066627591,0.534082908531129
qwen3_natural,kind_dialogue,qwen3_8b_base,3,1.0796848342216252,2.0862416217102013,3.014718977418102,0.6649506277108477,0.6400969703263379
qwen3_natural,kind_instruct,qwen3_8b_base,3,0.8348358446025559,1.421048951842143,1.9518987516057678,0.5350474875334317,0.5551304050624803
qwen3_natural,kind_summary,qwen3_8b_base,3,0.6368193259654874,1.78520473152893,2.407522968567134,0.606162190743333,0.5961367621812061
