study,dataset_key,model_key,seeds,r_star_bits_per_value,dataset_fisher_log_volume,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen3_natural,kind_code,qwen3_8b_base,3,0.8523414307666529,1989.2743764038307,1.7526341708465762,0.45345488035867415,0.534082908531129
qwen3_natural,kind_dialogue,qwen3_8b_base,3,1.0796848342216252,2247.0969642203977,3.014718977418102,0.533396075179766,0.6400969703263379
qwen3_natural,kind_instruct,qwen3_8b_base,3,0.8348358446025559,2199.9450500848657,1.9518987516057678,0.5187760204125793,0.5551304050624803
qwen3_natural,kind_summary,qwen3_8b_base,3,0.6368193259654874,2042.9056179955833,2.407522968567134,0.47008393357271466,0.5961367621812061
