run_id,model_key,dataset_key,seed,rank,effective_bits_per_value,file_megabytes,truncated_bits_saved,random_mask_bits_saved,truncated_retained,random_mask_retained,retained_gain_points
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s11__aa3871047c,mistral_7b_base,kind_code,11,8,1.0417736053466797,2.730947,14682.099997348327,11908.541860741849,0.8709906626618618,0.7064540337211536,16.45366289407082
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s11__aa3871047c,mistral_7b_base,kind_code,11,4,2.8613540649414064,3.750434,16779.743742212915,13792.465577217758,0.9954298175305855,0.8182146106491204,17.721520688146516
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s11__aa3871047c,mistral_7b_base,kind_code,11,8,1.522176742553711,3.990295,16396.149652331544,14358.477207848737,0.9726737492161556,0.8517922899543038,12.088145926185176
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s11__aa3871047c,mistral_7b_base,kind_code,11,4,3.3640975952148438,4.40939,16953.277196410927,15114.882190617653,1.005724395165476,0.8966647317236434,10.90596634418327
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s22__d79db6a95e,mistral_7b_base,kind_code,22,1,2.224993896484375,0.729086,13290.958392728397,4055.5052337730904,0.8256974416602424,0.25194724091516413,57.37502007450783
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s22__d79db6a95e,mistral_7b_base,kind_code,22,2,1.1555374145507813,0.757293,11716.686432323491,4230.652429049689,0.7278961927378956,0.2628282162956135,46.506797644228214
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s22__d79db6a95e,mistral_7b_base,kind_code,22,2,1.1562225341796875,0.757742,11716.686432323491,4233.440428152011,0.7278961927378956,0.2630014200374443,46.48947727004513
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s22__d79db6a95e,mistral_7b_base,kind_code,22,4,0.5796974182128907,0.759821,8832.200481571315,4246.349671211537,0.5486982297569837,0.26380340351019765,28.4894826246786
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s22__d79db6a95e,mistral_7b_base,kind_code,22,8,0.29125289916992186,0.763502,5631.655360867619,4269.2062963688795,0.3498651704699236,0.2652233655896614,8.464180488026214
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s22__d79db6a95e,mistral_7b_base,kind_code,22,1,3.079473876953125,1.009082,13969.393742960689,5671.752661420828,0.8678450668702615,0.3523562051647866,51.54888617054748
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s22__d79db6a95e,mistral_7b_base,kind_code,22,2,1.63480224609375,1.071384,13618.040668837246,6026.551106201307,0.8460173456592832,0.374397969159816,47.16193764994672
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s22__d79db6a95e,mistral_7b_base,kind_code,22,4,0.8304931640625,1.088544,11056.624835009497,6124.274153815077,0.6868900322988923,0.38046898887274183,30.64210434261505
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s22__d79db6a95e,mistral_7b_base,kind_code,22,1,3.5643951416015627,1.167981,14144.408895199085,6510.131802262461,0.8787178391102292,0.40444029807060616,47.4277541039623
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s22__d79db6a95e,mistral_7b_base,kind_code,22,2,2.0746841430664062,1.359665,14972.559289251192,7414.099348428994,0.9301664736987522,0.46059905413307023,46.956741956568194
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s22__d79db6a95e,mistral_7b_base,kind_code,22,4,1.0797294616699218,1.415223,12967.65279432069,7676.106761306021,0.8056121628118992,0.4768761986486186,32.87359641632806
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s22__d79db6a95e,mistral_7b_base,kind_code,22,8,0.5421230316162109,1.421143,9504.391962881928,7704.0250428178115,0.5904579561833068,0.4786106148538824,11.18473413294244
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s22__d79db6a95e,mistral_7b_base,kind_code,22,2,2.933587646484375,1.922556,15428.820027209804,9565.015022445072,0.9585115570953381,0.5942241484854579,36.428740860988015
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s22__d79db6a95e,mistral_7b_base,kind_code,22,4,1.5606246948242188,2.045542,14846.724135737662,9899.013559217388,0.9223489964892914,0.6149737234357526,30.737527305353876
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s22__d79db6a95e,mistral_7b_base,kind_code,22,8,0.7931880950927734,2.079295,11974.918938957868,9990.678078851135,0.7439388221541589,0.6206683586242887,12.32704635298702
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s22__d79db6a95e,mistral_7b_base,kind_code,22,2,3.4298141479492186,2.247763,15533.691718293805,10554.416988071152,0.9650266844828422,0.6556904963327305,30.933618815011172
mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s22__d79db6a95e,mistral_7b_base,kind_code,22,1,7.412069702148438,2.428787,14233.385845124896,11152.688176161271,0.8842455097077587,0.6928579431660087,19.138756654175005
