study,dataset_key,model_key,seeds,r_star_bits_per_value,unit_gain_ntk_cost,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
llama_cot_answer,cot_math,llama31_8b_base,3,0.14393250040720995,0.04574417803319573,2.3622942821013138,,
llama_cot_full,cot_math,llama31_8b_base,3,1.14615953431384,0.18010768990998427,1.226089944364503,,
llama_cot_reasoning,cot_math,llama31_8b_base,3,0.7647568623618697,0.2338034201038135,1.1333135597718258,,
llama_natural,kind_code,llama31_8b_base,3,1.0413726121078197,0.08161477580025053,2.2242942017951868,0.5094376896971498,0.5806645159983737
llama_natural,kind_dialogue,llama31_8b_base,3,0.9033623046328357,0.6624379583587872,2.8733261290275443,0.6183841052840402,0.6307078644516204
llama_natural,kind_instruct,llama31_8b_base,3,0.7475240465550103,0.714286493477724,2.2563000896479934,0.6281094609934257,0.5834569702469629
llama_natural,kind_summary,llama31_8b_base,3,0.6736490402101966,0.23168751611994617,2.3227116002300483,0.5375871982327965,0.5891270149400478
llama_natural,panel_math,llama31_8b_base,3,0.9266491819773327,0.19262422503845736,1.225934764292712,0.5302600018120052,0.464222882187736
