baseline_heldout_bits,blend,ceiling_heldout_bits_saved,dataset_key,effective_bits_per_value,file_bits,heldout_bits_saved,heldout_total_bits,model_key,nominal_bits,rank,relative_rmse,retained_of_trained_gain,run_id,seed,tensor_values,trained_rank
140205.45469678057,0.0,16652.790245284807,kind_code,7.200410270690918,302007096,16650.76920939336,123554.6854873872,mistral_7b_base,8,16,0.008636230918838682,0.9998786368013,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,41943040,16
140205.45469678057,0.25,16652.790245284807,kind_code,0.2865020751953125,751048,0.0,140205.45469678057,mistral_7b_base,0,1,1.0,0.0,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,2621440,16
140205.45469678057,0.5,16652.790245284807,kind_code,0.2864990234375,751040,0.0,140205.45469678057,mistral_7b_base,0,1,1.0,0.0,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,2621440,16
140205.45469678057,0.75,16652.790245284807,kind_code,1.305328369140625,3421840,10089.55469563455,130115.90000114602,mistral_7b_base,0,1,0.6034971395439624,0.6058777266164979,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,2621440,16
140205.45469678057,0.0,16652.790245284807,kind_code,1.3066925048828124,3425416,10089.55469563455,130115.90000114602,mistral_7b_base,1,1,0.6034971395439624,0.6058777266164979,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,2621440,16
140205.45469678057,0.5,16652.790245284807,kind_code,1.3053253173828125,3421832,10089.55469563455,130115.90000114602,mistral_7b_base,1,1,0.6034971395439624,0.6058777266164979,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,2621440,16
140205.45469678057,0.0,16652.790245284807,kind_code,2.2247894287109373,5832152,13482.528878323268,126722.9258184573,mistral_7b_base,2,1,0.34543718668841317,0.8096258152378284,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,2621440,16
140205.45469678057,0.0,16652.790245284807,kind_code,3.0789947509765625,8071400,14154.301785979449,126051.15291080112,mistral_7b_base,3,1,0.20516273826260284,0.8499657761549722,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,2621440,16
140205.45469678057,0.0,16652.790245284807,kind_code,3.5634918212890625,9341480,14365.463405191607,125839.99129158896,mistral_7b_base,4,1,0.1305035058096029,0.8626460307010202,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,2621440,16
140205.45469678057,0.0,16652.790245284807,kind_code,7.409832763671875,19424432,14493.560621488446,125711.89407529212,mistral_7b_base,8,1,0.009172983424964129,0.8703382681225004,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,2621440,16
140205.45469678057,0.25,16652.790245284807,kind_code,0.14461822509765626,758216,0.0,140205.45469678057,mistral_7b_base,0,2,1.0,0.0,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,5242880,16
140205.45469678057,0.5,16652.790245284807,kind_code,0.6540298461914062,3429000,7700.347273091524,132505.10742368904,mistral_7b_base,0,2,0.8281250593451533,0.46240582867317725,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,5242880,16
140205.45469678057,0.75,16652.790245284807,kind_code,1.1562225341796875,6061936,12206.636435217632,127998.81826156293,mistral_7b_base,0,2,0.6028076329034756,0.7330084781842435,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,5242880,16
140205.45469678057,0.0,16652.790245284807,kind_code,1.1555374145507813,6058344,12206.636435217632,127998.81826156293,mistral_7b_base,1,2,0.6028076329034756,0.7330084781842435,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,5242880,16
140205.45469678057,0.5,16652.790245284807,kind_code,1.6348281860351563,8571208,13912.296117325255,126293.15857945531,mistral_7b_base,1,2,0.49082343254706196,0.8354333365403726,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,5242880,16
140205.45469678057,0.0,16652.790245284807,kind_code,2.0746810913085936,10877304,15171.771790400526,125033.68290638004,mistral_7b_base,2,2,0.3446594396532427,0.9110648466070947,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,5242880,16
140205.45469678057,0.0,16652.790245284807,kind_code,2.9342575073242188,15383960,15644.939863121675,124560.51483365889,mistral_7b_base,3,2,0.2038949933389829,0.939478587833141,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,5242880,16
140205.45469678057,0.0,16652.790245284807,kind_code,3.433491516113281,18001384,15772.390117791234,124433.06457898933,mistral_7b_base,4,2,0.128574476042908,0.9471319752110097,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,5242880,16
140205.45469678057,0.0,16652.790245284807,kind_code,7.293896484375,38241024,15850.417023659393,124355.03767312117,mistral_7b_base,8,2,0.008948120330028926,0.9518174906543002,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,5242880,16
140205.45469678057,0.25,16652.790245284807,kind_code,0.32860260009765624,3445648,5570.7813760859135,134634.67332069465,mistral_7b_base,0,4,0.9171920927247341,0.334525403492863,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,10485760,16
140205.45469678057,0.5,16652.790245284807,kind_code,0.5796974182128907,6078568,8766.489549571561,131438.965147209,mistral_7b_base,0,4,0.8263930265961359,0.5264276689039405,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,10485760,16
140205.45469678057,0.75,16652.790245284807,kind_code,0.8304931640625,8708352,11541.71133708024,128663.74335970033,mistral_7b_base,0,4,0.7251702540782623,0.6930797282064034,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,10485760,16
140205.45469678057,0.0,16652.790245284807,kind_code,1.0797294616699218,11321784,13466.843022348316,126738.61167443225,mistral_7b_base,1,4,0.601696183324367,0.8086838796376131,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,10485760,16
140205.45469678057,0.5,16652.790245284807,kind_code,1.5605987548828124,16364064,15242.371757702844,124963.08293907772,mistral_7b_base,1,4,0.48943375566711544,0.9153043744136921,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,10485760,16
140205.45469678057,0.0,16652.790245284807,kind_code,2.000873565673828,20980680,16177.109356280664,124028.3453404999,mistral_7b_base,2,4,0.34348981570437576,0.971435364164343,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,10485760,16
140205.45469678057,0.0,16652.790245284807,kind_code,2.8622459411621093,30012824,16616.472547783327,123588.98214899724,mistral_7b_base,3,4,0.20263403192340582,0.9978191223833037,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,10485760,16
140205.45469678057,0.0,16652.790245284807,kind_code,3.3685943603515627,35322272,16709.268679417582,123496.18601736298,mistral_7b_base,4,4,0.1271623526503921,1.0033915297857527,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,10485760,16
140205.45469678057,0.0,16652.790245284807,kind_code,7.235868835449219,75873584,16769.953614076134,123435.50108270443,mistral_7b_base,8,4,0.008792707333785644,1.00703565991438,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,10485760,16
140205.45469678057,0.25,16652.790245284807,kind_code,0.29125289916992186,6108016,5979.866594957246,134225.58810182332,mistral_7b_base,0,8,0.9179185829365057,0.3590909695539118,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,20971520,16
140205.45469678057,0.5,16652.790245284807,kind_code,0.5421230316162109,11369144,10011.790789591687,130193.66390718888,mistral_7b_base,0,8,0.8263367057893795,0.60120800431186,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,20971520,16
140205.45469678057,0.75,16652.790245284807,kind_code,0.7931880950927734,16634360,12972.511161418966,127232.9435353616,mistral_7b_base,0,8,0.7231381875314361,0.7789992529985837,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,20971520,16
140205.45469678057,0.0,16652.790245284807,kind_code,1.0417900085449219,21847920,14738.702541514227,125466.75215526634,mistral_7b_base,1,8,0.6008777082933178,0.8850590396217506,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,20971520,16
140205.45469678057,0.5,16652.790245284807,kind_code,1.5219154357910156,31916880,16231.680935652708,123973.77376112786,mistral_7b_base,1,8,0.4890341096220436,0.9747123873279233,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,20971520,16
140205.45469678057,0.0,16652.790245284807,kind_code,1.9641010284423828,41190184,17020.070005569913,123185.38469121065,mistral_7b_base,2,8,0.34264705279786295,1.0220551484090843,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,20971520,16
140205.45469678057,0.0,16652.790245284807,kind_code,2.827187347412109,59290416,17256.328684033695,122949.12601274687,mistral_7b_base,3,8,0.20178613826726507,1.0362424812814643,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,20971520,16
140205.45469678057,0.0,16652.790245284807,kind_code,3.339611053466797,70036720,17285.256768579027,122920.19792820154,mistral_7b_base,4,8,0.12611224062878193,1.0379796126642082,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,20971520,16
140205.45469678057,0.0,16652.790245284807,kind_code,7.213127517700196,151270248,17289.00969796983,122916.44499881074,mistral_7b_base,8,8,0.008678096840524197,1.0382049760619045,mistral-kind-code__mistral-7b-base__kind-code__all-linear-r16__s33__d6755d3785,33,20971520,16
43748.91292806375,0.25,28124.010657685045,panel_math,0.2725271224975586,11430616,12110.199931678082,31638.712996385668,mistral_7b_base,0,16,0.9181077953710122,0.43060003351153975,mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s11__a40ac04e3d,11,41943040,16
43748.91292806375,0.5,28124.010657685045,panel_math,0.5234661102294922,21955760,21507.811132138373,22241.101795925377,mistral_7b_base,0,16,0.8262432827636977,0.7647490748714121,mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s11__a40ac04e3d,11,41943040,16
43748.91292806375,0.75,28124.010657685045,panel_math,0.7742397308349609,32473968,26121.7596449238,17627.15328313995,mistral_7b_base,0,16,0.7217353436551761,0.9288063485278861,mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s11__a40ac04e3d,11,41943040,16
43748.91292806375,0.0,28124.010657685045,panel_math,1.0225233078002929,42887736,27597.098437256827,16151.81449080692,mistral_7b_base,1,16,0.6020413753231174,0.9812646842286615,mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s11__a40ac04e3d,11,41943040,16
43748.91292806375,0.5,28124.010657685045,panel_math,1.498179054260254,62838184,28714.752595686765,15034.160332376985,mistral_7b_base,1,16,0.4911027840208389,1.0210048966767937,mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s11__a40ac04e3d,11,41943040,16
43748.91292806375,0.0,28124.010657685045,panel_math,1.9428327560424805,81488312,28746.105501559534,15002.807426504218,mistral_7b_base,2,16,0.3437199654733338,1.0221197058785958,mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s11__a40ac04e3d,11,41943040,16
43748.91292806375,0.0,28124.010657685045,panel_math,2.8035375595092775,117588888,28412.125386232503,15336.787541831249,mistral_7b_base,3,16,0.20284792601369314,1.0102444396019572,mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s11__a40ac04e3d,11,41943040,16
43748.91292806375,0.0,28124.010657685045,panel_math,3.3074466705322267,138724368,28252.737484591253,15496.175443472497,mistral_7b_base,4,16,0.12729208582301602,1.004577114852964,mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s11__a40ac04e3d,11,41943040,16
43748.91292806375,0.0,28124.010657685045,panel_math,7.1741632461547855,300906216,28126.036823324524,15622.876104739225,mistral_7b_base,8,16,0.008788947943791472,1.0000720439792226,mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s11__a40ac04e3d,11,41943040,16
43748.91292806375,0.25,28124.010657685045,panel_math,0.2865081787109375,751064,0.0,43748.91292806375,mistral_7b_base,0,1,1.0,0.0,mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s11__a40ac04e3d,11,2621440,16
43748.91292806375,0.5,28124.010657685045,panel_math,0.286505126953125,751056,0.0,43748.91292806375,mistral_7b_base,0,1,1.0,0.0,mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s11__a40ac04e3d,11,2621440,16
43748.91292806375,0.75,28124.010657685045,panel_math,1.30533447265625,3421856,14072.418064686219,29676.49486337753,mistral_7b_base,0,1,0.6054179827817988,0.5003702436316938,mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s11__a40ac04e3d,11,2621440,16
43748.91292806375,0.0,28124.010657685045,panel_math,1.3066986083984375,3425432,14072.418064686219,29676.49486337753,mistral_7b_base,1,1,0.6054179827817988,0.5003702436316938,mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s11__a40ac04e3d,11,2621440,16
43748.91292806375,0.5,28124.010657685045,panel_math,1.3053314208984375,3421848,14072.418064686219,29676.49486337753,mistral_7b_base,1,1,0.6054179827817988,0.5003702436316938,mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s11__a40ac04e3d,11,2621440,16
43748.91292806375,0.0,28124.010657685045,panel_math,2.222564697265625,5826320,21364.858833713388,22384.054094350362,mistral_7b_base,2,1,0.34693366345964893,0.7596661476827922,mistral-panel-math__mistral-7b-base__panel-math__all-linear-r16__s11__a40ac04e3d,11,2621440,16
