study,dataset_key,model_key,seeds,r_star_bits_per_value,coherent_energy_over_entropy,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
llama_cot_answer,cot_math,llama31_8b_base,3,0.14393250040720995,299.38465440179283,2.3622942821013138,,
llama_cot_full,cot_math,llama31_8b_base,3,1.14615953431384,11.392887534799167,1.226089944364503,,
llama_cot_reasoning,cot_math,llama31_8b_base,3,0.7647568623618697,10.721890387455396,1.1333135597718258,,
llama_natural,kind_code,llama31_8b_base,3,1.0413726121078197,13.812647681065657,2.2242942017951868,0.8643141576907742,0.5806645159983737
llama_natural,kind_dialogue,llama31_8b_base,3,0.9033623046328357,10.452586631819658,2.8733261290275443,0.8655418030852094,0.6307078644516204
llama_natural,kind_instruct,llama31_8b_base,3,0.7475240465550103,13.603909902979362,2.2563000896479934,0.8643904229633858,0.5834569702469629
llama_natural,kind_summary,llama31_8b_base,3,0.6736490402101966,9.591305955613796,2.3227116002300483,0.8658564840508121,0.5891270149400478
llama_natural,panel_math,llama31_8b_base,3,0.9266491819773327,11.127245489303974,1.225934764292712,0.8652953070165171,0.464222882187736
