family,model,arm,seed,dominant_program,target_program,train_rows,training_region_accuracy,agreement_target,agreement_dominant,unmatched_fraction,mass_target,mass_dominant,argmax_program,elapsed_seconds
count,qwen25_7b_base,ambiguous_100,22,presence_a,parity_a,228,0.73828125,0.1083984375,0.8916015625,0.0,0.11059827073616096,0.8894003393037652,presence_a,147.3849835190922
count,qwen25_7b_base,ambiguous_100,33,presence_a,parity_a,228,0.953125,0.0029296875,0.9970703125,0.0,0.0029753152854827825,0.9970077664861492,presence_a,123.80009430693462
count,qwen25_7b_base,ambiguous_1000,11,presence_a,parity_a,1128,1.0,0.0,1.0,0.0,1.8765550714450185e-06,0.9999960341956466,presence_a,134.39302121195942
count,qwen25_7b_base,ambiguous_1000,22,presence_a,parity_a,1128,1.0,0.0,1.0,0.0,7.137679924618936e-09,0.9999999679857865,presence_a,124.83878463390283
count,qwen25_7b_base,ambiguous_1000,33,presence_a,parity_a,1128,1.0,0.0,1.0,0.0,1.5664769612566687e-06,0.9999983159359545,presence_a,140.0674712350592
count,qwen25_7b_base,ambiguous_10000,11,presence_a,parity_a,10128,1.0,0.0,1.0,0.0,7.142023295523842e-09,0.999999810825102,presence_a,146.25081605603918
count,qwen25_7b_base,ambiguous_10000,22,presence_a,parity_a,10128,1.0,0.0,1.0,0.0,4.013441407494517e-07,0.9999926013406366,presence_a,131.9891137459781
count,qwen25_7b_base,ambiguous_10000,33,presence_a,parity_a,10128,1.0,0.0,1.0,0.0,2.476817392389405e-07,0.9999995937105268,presence_a,135.39591854205355
count,qwen25_7b_base,base,11,presence_a,parity_a,128,0.5234375,0.0322265625,0.9677734375,0.0,0.03214986991482441,0.9678500054726417,presence_a,129.9061015599873
count,qwen25_7b_base,base,22,presence_a,parity_a,128,0.8359375,0.033203125,0.966796875,0.0,0.034208463782811685,0.9657911884194189,presence_a,152.64889966882765
count,qwen25_7b_base,base,33,presence_a,parity_a,128,0.7265625,0.1318359375,0.8681640625,0.0,0.13096956352621136,0.869028890449993,presence_a,151.16758680320345
count,qwen25_7b_base,matched_difficulty,11,presence_a,parity_a,129,0.75390625,0.056640625,0.943359375,0.0,0.05717295376228859,0.9428228441993274,presence_a,135.4289763851557
count,qwen25_7b_base,matched_difficulty,22,presence_a,parity_a,129,0.99609375,0.076171875,0.923828125,0.0,0.0934859802978864,0.9064999596214847,presence_a,141.39609987987205
count,qwen25_7b_base,matched_difficulty,33,presence_a,parity_a,129,0.6640625,0.234375,0.765625,0.0,0.2295454484638444,0.770433504358882,presence_a,126.78842537594028
count,qwen25_7b_base,matched_influence,11,presence_a,parity_a,129,0.59765625,0.2412109375,0.7587890625,0.0,0.23849668661082132,0.7614928339776212,presence_a,151.8495182649931
count,qwen25_7b_base,matched_influence,22,presence_a,parity_a,129,0.99609375,0.0,1.0,0.0,2.6849008782826693e-05,0.9999730123090558,presence_a,149.43113172100857
count,qwen25_7b_base,matched_influence,33,presence_a,parity_a,129,0.953125,0.0048828125,0.9951171875,0.0,0.004289241533105002,0.9957103779670433,presence_a,159.12199868098833
count,qwen25_7b_base,matched_loss,11,presence_a,parity_a,129,0.6171875,0.1533203125,0.8466796875,0.0,0.1523327918986112,0.8473514054175982,presence_a,123.01494217291474
count,qwen25_7b_base,matched_loss,22,presence_a,parity_a,129,1.0,0.0,1.0,0.0,8.889417484260476e-06,0.9999902629060671,presence_a,140.94824152698857
count,qwen25_7b_base,matched_loss,33,presence_a,parity_a,129,0.953125,0.0048828125,0.9951171875,0.0,0.004289241533105002,0.9957103779670433,presence_a,131.50908702600282
count,qwen25_7b_base,random_distinguishing,11,presence_a,parity_a,129,0.78515625,0.001953125,0.998046875,0.0,0.0028019924074912245,0.9971973897909834,presence_a,137.930400676094
count,qwen25_7b_base,random_distinguishing,22,presence_a,parity_a,129,0.98046875,0.0029296875,0.9970703125,0.0,0.00540866406843449,0.9945899072636166,presence_a,125.8320653969422
count,qwen25_7b_base,random_distinguishing,33,presence_a,parity_a,129,0.6640625,0.01171875,0.98828125,0.0,0.012708904657835696,0.9872783899216717,presence_a,121.39041603798978
count,qwen25_7b_base,targeted,11,presence_a,parity_a,129,0.578125,0.04296875,0.95703125,0.0,0.042287049011593664,0.9577068121349548,presence_a,120.48875198001042
count,qwen25_7b_base,targeted,22,presence_a,parity_a,129,0.99609375,0.021484375,0.978515625,0.0,0.026115473340551296,0.9738818978221389,presence_a,127.65739837917499
count,qwen25_7b_base,targeted,33,presence_a,parity_a,129,0.71875,0.1962890625,0.8037109375,0.0,0.1960204351514505,0.8039786724606671,presence_a,118.83588411100209
field,llama31_8b_base,ambiguous_10,11,named_code,longest_value,138,0.99609375,0.0185546875,0.7578125,0.0048828125,0.01958799711997678,0.7599715792209475,named_code,153.73741664900444
field,llama31_8b_base,ambiguous_10,22,named_code,longest_value,138,0.96875,0.046875,0.8857421875,0.0126953125,0.0493800627111192,0.8981050138431999,named_code,157.8006175959017
field,llama31_8b_base,ambiguous_10,33,named_code,longest_value,138,0.9921875,0.0,0.99609375,0.001953125,0.0002728544797622499,0.995419702333038,named_code,155.95833540684544
field,llama31_8b_base,ambiguous_100,11,named_code,longest_value,228,0.9921875,0.0029296875,0.962890625,0.0068359375,0.002960932925704792,0.9692849417900296,named_code,175.10179133806378
field,llama31_8b_base,ambiguous_100,22,named_code,longest_value,228,0.98046875,0.0,0.994140625,0.00390625,0.002362927344050695,0.9868122535622206,named_code,174.49533700500615
field,llama31_8b_base,ambiguous_100,33,named_code,longest_value,228,0.99609375,0.0,0.9921875,0.0068359375,3.143290286463079e-05,0.9987596533901524,named_code,150.8317146769259
field,llama31_8b_base,ambiguous_1000,11,named_code,longest_value,1128,0.99609375,0.02734375,0.9140625,0.005859375,0.027391533064321082,0.9203929791880283,named_code,162.68585652904585
field,llama31_8b_base,ambiguous_1000,22,named_code,longest_value,1128,0.99609375,0.0,0.9990234375,0.0009765625,2.1757429114215006e-06,0.9999898403184488,named_code,152.9418418908026
field,llama31_8b_base,ambiguous_1000,33,named_code,longest_value,1128,1.0,0.0,0.99609375,0.00390625,9.124705867332964e-05,0.999307541816961,named_code,169.9454637269955
field,llama31_8b_base,ambiguous_10000,11,named_code,longest_value,10128,1.0,0.0,0.99609375,0.00390625,3.633471408857691e-06,0.9999574378598481,named_code,178.97580120689236
field,llama31_8b_base,ambiguous_10000,22,named_code,longest_value,10128,1.0,0.06640625,0.8623046875,0.00390625,0.06432249296481747,0.8641027809002035,named_code,159.2830969200004
field,llama31_8b_base,ambiguous_10000,33,named_code,longest_value,10128,0.99609375,0.0,0.9990234375,0.0009765625,0.0002871671396413607,0.9981186152435839,named_code,172.39856738690287
field,llama31_8b_base,base,11,named_code,longest_value,128,1.0,0.0,0.9619140625,0.00390625,0.0006004929353434253,0.9657469878662426,named_code,156.16504776198417
field,llama31_8b_base,base,22,named_code,longest_value,128,0.98828125,0.0361328125,0.8408203125,0.0146484375,0.034629162080333835,0.8538979298907003,named_code,179.83209528797306
field,llama31_8b_base,base,33,named_code,longest_value,128,0.9765625,0.015625,0.779296875,0.0078125,0.017231503231742485,0.7789278252365658,named_code,178.10107629094273
field,llama31_8b_base,matched_difficulty,11,named_code,longest_value,129,1.0,0.0,0.99609375,0.00390625,2.067788232256176e-05,0.9961996007881039,named_code,162.87119465484284
field,llama31_8b_base,matched_difficulty,22,named_code,longest_value,129,0.9921875,0.1826171875,0.65234375,0.00390625,0.17799321296199133,0.6489755154692313,named_code,157.96202629292384
field,llama31_8b_base,matched_difficulty,33,named_code,longest_value,129,0.99609375,0.2275390625,0.62109375,0.01171875,0.22835510242263454,0.6310762581733449,named_code,152.2264110899996
field,llama31_8b_base,matched_influence,11,named_code,longest_value,129,0.99609375,0.001953125,0.9755859375,0.001953125,0.003896666889900682,0.9647668208340752,named_code,186.8886974720226
field,llama31_8b_base,matched_influence,22,named_code,longest_value,129,0.98828125,0.0,0.994140625,0.005859375,0.0012104135782412312,0.9976246624628402,named_code,175.34948666207492
field,llama31_8b_base,matched_influence,33,named_code,longest_value,129,0.99609375,0.0029296875,0.9873046875,0.0068359375,0.002910699087930383,0.9923880544703252,named_code,182.9685788860079
field,llama31_8b_base,matched_loss,11,named_code,longest_value,129,1.0,0.009765625,0.908203125,0.00390625,0.01741741666698777,0.904014993658199,named_code,163.90551905706525
field,llama31_8b_base,matched_loss,22,named_code,longest_value,129,0.9921875,0.0263671875,0.876953125,0.017578125,0.028927577612785832,0.8881161464430359,named_code,168.72226760399644
field,llama31_8b_base,matched_loss,33,named_code,longest_value,129,1.0,0.0224609375,0.8779296875,0.00390625,0.0234169279842887,0.8752915502583004,named_code,158.0919654610043
field,llama31_8b_base,random_distinguishing,11,named_code,longest_value,129,0.98828125,0.0458984375,0.8994140625,0.015625,0.05086627350651935,0.9058017192128257,named_code,165.25003393483348
field,llama31_8b_base,random_distinguishing,22,named_code,longest_value,129,0.98828125,0.0126953125,0.974609375,0.00390625,0.01457935697561932,0.9749527215427493,named_code,154.0590216619894
field,llama31_8b_base,random_distinguishing,33,named_code,longest_value,129,0.98046875,0.044921875,0.8515625,0.0029296875,0.04456873615260294,0.8518802229915814,named_code,150.20542120700702
field,llama31_8b_base,targeted,11,named_code,longest_value,129,0.98828125,0.0107421875,0.9404296875,0.009765625,0.01505794305206185,0.9427895218123964,named_code,150.78014152799733
field,llama31_8b_base,targeted,22,named_code,longest_value,129,0.9765625,0.2216796875,0.4345703125,0.009765625,0.2240725423165379,0.4367400467518468,named_code,156.6453969569411
field,llama31_8b_base,targeted,33,named_code,longest_value,129,0.9921875,0.072265625,0.67578125,0.009765625,0.07872222680704732,0.6697354791179024,named_code,151.34596926509403
field,mistral_7b_base,ambiguous_10,11,named_code,longest_value,138,0.94140625,0.0,0.986328125,0.013671875,4.58419417175942e-06,0.9995804490172304,named_code,154.39791978092398
field,mistral_7b_base,ambiguous_10,22,named_code,position_2,138,0.9921875,0.111328125,0.849609375,0.0068359375,0.11529429153295023,0.844118664363363,named_code,159.63596020499244
field,mistral_7b_base,ambiguous_10,33,named_code,alpha_last,138,0.98828125,0.0087890625,0.9619140625,0.017578125,0.013294750437324223,0.967118380343464,named_code,157.82476909388788
field,mistral_7b_base,ambiguous_100,11,named_code,longest_value,228,0.9921875,0.0205078125,0.798828125,0.0068359375,0.023031319887583914,0.789675232320844,named_code,179.9882399039343
field,mistral_7b_base,ambiguous_100,22,named_code,position_2,228,0.9921875,0.0,0.9814453125,0.015625,0.006030076859179032,0.9899394175311045,named_code,176.21249666507356
field,mistral_7b_base,ambiguous_100,33,named_code,alpha_last,228,0.984375,0.015625,0.921875,0.015625,0.021408678620908155,0.9214632082965551,named_code,153.0600725498516
field,mistral_7b_base,ambiguous_1000,11,named_code,longest_value,1128,0.99609375,0.0,0.986328125,0.0126953125,0.00041099969588582493,0.9946360782110872,named_code,160.57995370798744
field,mistral_7b_base,ambiguous_1000,22,named_code,position_2,1128,0.9921875,0.0,0.9970703125,0.0029296875,2.765852765578488e-06,0.9999736956087872,named_code,152.58241798193194
field,mistral_7b_base,ambiguous_1000,33,named_code,alpha_last,1128,1.0,0.0,0.9970703125,0.0029296875,0.0006628449177891783,0.9982514844908419,named_code,170.29325486696325
field,mistral_7b_base,ambiguous_10000,11,named_code,longest_value,10128,0.99609375,0.0,0.9990234375,0.0009765625,1.5250285808841437e-06,0.9999953238293529,named_code,181.04869702202268
field,mistral_7b_base,ambiguous_10000,22,named_code,position_2,10128,0.99609375,0.015625,0.98046875,0.00390625,0.018396000677734423,0.9811684795715792,named_code,169.4404493109323
field,mistral_7b_base,ambiguous_10000,33,named_code,alpha_last,10128,1.0,0.0,0.9931640625,0.0048828125,0.00010628968851593735,0.9969188186349527,named_code,171.5045566300396
field,mistral_7b_base,base,11,named_code,longest_value,128,0.98828125,0.0,0.9833984375,0.013671875,0.0019254315453595898,0.986115064892362,named_code,158.33323609107174
field,mistral_7b_base,base,22,named_code,position_2,128,0.98828125,0.0078125,0.9765625,0.015625,0.008774541831518491,0.9906610135396932,named_code,184.7528053179849
field,mistral_7b_base,base,33,named_code,alpha_last,128,0.98828125,0.00390625,0.8291015625,0.013671875,0.006251144149685056,0.8350946293740805,named_code,177.63550312211737
field,mistral_7b_base,matched_difficulty,11,named_code,longest_value,129,0.96875,0.001953125,0.970703125,0.021484375,0.005925673920384316,0.9725818647780269,named_code,164.1683596279472
field,mistral_7b_base,matched_difficulty,22,named_code,position_2,129,0.97265625,0.0107421875,0.9580078125,0.0166015625,0.014868483347991308,0.9603531268147569,named_code,167.02362246182747
field,mistral_7b_base,matched_difficulty,33,named_code,alpha_last,129,0.9921875,0.0244140625,0.9365234375,0.02734375,0.04253459094596208,0.9345055055100862,named_code,150.34190956619568
field,mistral_7b_base,matched_influence,11,named_code,longest_value,129,0.9609375,0.0068359375,0.9541015625,0.01171875,0.011650985844228688,0.9538872824444211,named_code,186.5269720570068
field,mistral_7b_base,matched_influence,22,named_code,position_2,129,0.99609375,0.0732421875,0.8232421875,0.0126953125,0.0751028728189307,0.8284112888728559,named_code,178.83079637191258
field,mistral_7b_base,matched_influence,33,named_code,alpha_last,129,0.98046875,0.029296875,0.73046875,0.0205078125,0.03990613487324286,0.7333343730642724,named_code,192.46555385109968
field,mistral_7b_base,matched_loss,11,named_code,longest_value,129,0.9921875,0.099609375,0.3212890625,0.0576171875,0.10387082320518637,0.3425329293547906,position_2,171.32080951193348
field,mistral_7b_base,matched_loss,22,named_code,position_2,129,0.9765625,0.2841796875,0.232421875,0.02734375,0.2943622687352005,0.24116148553664302,longest_value,170.51098310700036
field,mistral_7b_base,matched_loss,33,named_code,alpha_last,129,0.9921875,0.009765625,0.9716796875,0.0166015625,0.015944460140256644,0.9759999960356596,named_code,158.60037303899298
field,mistral_7b_base,random_distinguishing,11,named_code,longest_value,129,0.98046875,0.0078125,0.8955078125,0.0478515625,0.011486131168477772,0.9277116735715261,named_code,171.14207923808135
field,mistral_7b_base,random_distinguishing,22,named_code,position_2,129,0.984375,0.390625,0.4228515625,0.013671875,0.3945146257827437,0.41945535548957263,named_code,155.22166331089102
field,mistral_7b_base,random_distinguishing,33,named_code,alpha_last,129,0.99609375,0.10546875,0.79296875,0.0185546875,0.1078389652851479,0.7961552444247204,named_code,148.37285473407246
field,mistral_7b_base,targeted,11,named_code,longest_value,129,0.9921875,0.0,0.9931640625,0.005859375,0.0012906940172492571,0.9930844934417768,named_code,146.68983556493185
field,mistral_7b_base,targeted,22,named_code,position_2,129,0.98828125,0.0390625,0.9501953125,0.0107421875,0.05132972008649619,0.9461070049170898,named_code,155.26323898602277
field,mistral_7b_base,targeted,33,named_code,alpha_last,129,0.9921875,0.06640625,0.5830078125,0.2158203125,0.10737394681128473,0.6691781234808359,named_code,151.5443622970488
field,qwen25_7b_base,ambiguous_10,11,named_code,position_2,138,0.99609375,0.11328125,0.8818359375,0.0009765625,0.11272335230330363,0.881874212951073,named_code,144.41760603897274
field,qwen25_7b_base,ambiguous_10,22,named_code,position_2,138,1.0,0.021484375,0.9716796875,0.0029296875,0.025465317726694955,0.9648698967949071,named_code,148.15132340299897
field,qwen25_7b_base,ambiguous_10,33,named_code,position_2,138,0.99609375,0.2451171875,0.7431640625,0.001953125,0.24905048043648803,0.7398196517173649,named_code,151.863744590024
field,qwen25_7b_base,ambiguous_100,11,named_code,position_2,228,1.0,0.4853515625,0.466796875,0.00390625,0.48535433999982275,0.4633410002871274,position_2,145.33383099600906
field,qwen25_7b_base,ambiguous_100,22,named_code,position_2,228,0.99609375,0.158203125,0.8232421875,0.005859375,0.1615899923606211,0.8204690478019077,named_code,147.21566953597357
field,qwen25_7b_base,ambiguous_100,33,named_code,position_2,228,0.99609375,0.19921875,0.7939453125,0.005859375,0.2101613447839808,0.7879909251392229,named_code,143.8477849700721
field,qwen25_7b_base,ambiguous_1000,11,named_code,position_2,1128,1.0,0.2578125,0.7099609375,0.00390625,0.2666187318710038,0.7029847500709754,named_code,155.93168581300415
field,qwen25_7b_base,ambiguous_1000,22,named_code,position_2,1128,1.0,0.17578125,0.77734375,0.00390625,0.171644364569139,0.7852601380098809,named_code,156.74034639890306
field,qwen25_7b_base,ambiguous_1000,33,named_code,position_2,1128,1.0,0.1396484375,0.85546875,0.0029296875,0.14176047189128813,0.8550231615507983,named_code,145.86597416503355
field,qwen25_7b_base,ambiguous_10000,11,named_code,position_2,10128,1.0,0.001953125,0.9970703125,0.0009765625,0.0024891434948572187,0.9974316069612996,named_code,142.88459750299808
field,qwen25_7b_base,ambiguous_10000,22,named_code,position_2,10128,1.0,0.0283203125,0.962890625,0.00390625,0.029396116147627913,0.9646915674960654,named_code,144.79684573691338
field,qwen25_7b_base,ambiguous_10000,33,named_code,position_2,10128,1.0,0.28515625,0.7060546875,0.0048828125,0.28821433826005793,0.7073917845533548,named_code,144.90942706400529
field,qwen25_7b_base,base,11,named_code,position_2,128,0.99609375,0.005859375,0.9736328125,0.001953125,0.00608475375054186,0.9728400269631267,named_code,149.57571227601147
field,qwen25_7b_base,base,22,named_code,position_2,128,1.0,0.181640625,0.8046875,0.0,0.19041523440545416,0.7955034138140351,named_code,151.8003115770116
field,qwen25_7b_base,base,33,named_code,position_2,128,1.0,0.0966796875,0.8974609375,0.0048828125,0.10114658338283014,0.8972497888695022,named_code,151.10408889999962
field,qwen25_7b_base,matched_difficulty,11,named_code,position_2,129,1.0,0.701171875,0.2421875,0.005859375,0.7112299127070197,0.23195588723415864,position_2,140.18883773987181
field,qwen25_7b_base,matched_difficulty,22,named_code,position_2,129,1.0,0.6005859375,0.224609375,0.00390625,0.5963935867187857,0.22869579691531614,position_2,135.02889294095803
field,qwen25_7b_base,matched_difficulty,33,named_code,position_2,129,0.99609375,0.9912109375,0.0009765625,0.005859375,0.9943383171003006,0.002176562868520518,position_2,134.98506632097997
field,qwen25_7b_base,matched_influence,11,named_code,position_2,129,1.0,0.7880859375,0.15234375,0.0029296875,0.7745123982486962,0.15820544207477277,position_2,182.21994801494293
field,qwen25_7b_base,matched_influence,22,named_code,position_2,129,0.99609375,0.83203125,0.111328125,0.001953125,0.8296584499745394,0.1130054753303982,position_2,159.18809543014504
field,qwen25_7b_base,matched_influence,33,named_code,position_2,129,0.99609375,0.6865234375,0.2587890625,0.0068359375,0.6938255306038773,0.2536466719320702,position_2,165.1763662409503
field,qwen25_7b_base,matched_loss,11,named_code,position_2,129,0.99609375,0.9365234375,0.0517578125,0.0078125,0.9322811077871644,0.06303427567965497,position_2,138.61087371315807
field,qwen25_7b_base,matched_loss,22,named_code,position_2,129,0.99609375,0.83203125,0.111328125,0.001953125,0.8296584499745394,0.1130054753303982,position_2,137.87595841102302
field,qwen25_7b_base,matched_loss,33,named_code,position_2,129,1.0,0.9775390625,0.0107421875,0.00390625,0.9765208091767696,0.013548127570748775,position_2,159.3986424279865
field,qwen25_7b_base,random_distinguishing,11,named_code,position_2,129,0.99609375,0.3798828125,0.5986328125,0.0048828125,0.37924406117670434,0.6023041359838986,named_code,133.1049105229322
field,qwen25_7b_base,random_distinguishing,22,named_code,position_2,129,1.0,0.4951171875,0.4189453125,0.0029296875,0.49913353334907445,0.4166657087998727,position_2,148.6112106249202
field,qwen25_7b_base,random_distinguishing,33,named_code,position_2,129,0.99609375,0.8583984375,0.1123046875,0.0029296875,0.8588050125819956,0.11337423434277201,position_2,151.7555822909344
field,qwen25_7b_base,targeted,11,named_code,position_2,129,1.0,0.7255859375,0.2646484375,0.0048828125,0.7191725105925191,0.2737114356800759,position_2,140.8709941150155
field,qwen25_7b_base,targeted,22,named_code,position_2,129,1.0,0.5673828125,0.421875,0.001953125,0.5709526879678941,0.4105460986278103,position_2,150.69040350802243
field,qwen25_7b_base,targeted,33,named_code,position_2,129,1.0,0.5625,0.3837890625,0.00390625,0.5691127730108757,0.37976849013518077,position_2,151.89827834791504
middle,llama31_8b_base,ambiguous_10,11,second_smallest,median,138,1.0,0.0048828125,0.0009765625,0.0283203125,0.0044176548286104025,0.001315145790585569,index_1,139.8216146019986
middle,llama31_8b_base,ambiguous_10,22,median,middle,138,1.0,0.0,0.0,0.0009765625,6.913361938070523e-13,1.1969772520463614e-10,index_1,140.80174732208252
middle,llama31_8b_base,ambiguous_10,33,median,second_smallest,138,1.0,0.0234375,0.0400390625,0.0771484375,0.02955809620351532,0.047975757800956226,index_1,138.49323831684887
middle,llama31_8b_base,ambiguous_100,11,second_smallest,median,228,1.0,0.0107421875,0.0029296875,0.0234375,0.01679557569335536,0.004904646004875158,index_1,155.78269083891064
middle,llama31_8b_base,ambiguous_100,22,median,middle,228,1.0,0.0107421875,0.017578125,0.0302734375,0.014730218929111463,0.02324126809871908,index_1,152.50790449907072
middle,llama31_8b_base,ambiguous_100,33,median,second_smallest,228,1.0,0.00390625,0.046875,0.0888671875,0.004816856289555349,0.056442137463503204,index_1,134.15989958797581
middle,llama31_8b_base,ambiguous_1000,11,second_smallest,median,1128,1.0,0.0166015625,0.0078125,0.033203125,0.022256367059507547,0.009646678564811217,index_1,145.34469854296185
middle,llama31_8b_base,ambiguous_1000,22,median,middle,1128,1.0,0.0,0.0,0.0,2.0224745207392376e-10,3.0377608058012787e-06,index_1,135.70060056285
middle,llama31_8b_base,ambiguous_1000,33,median,second_smallest,1128,1.0,0.013671875,0.05078125,0.0703125,0.015813201620123715,0.05631934735738491,index_1,150.18280484713614
middle,llama31_8b_base,ambiguous_10000,11,second_smallest,median,10128,1.0,0.009765625,0.0029296875,0.0146484375,0.010947427074837453,0.005626029450786901,index_1,148.431647738209
middle,llama31_8b_base,ambiguous_10000,22,median,middle,10128,1.0,0.0,0.0,0.0,2.5463197224783344e-09,4.630785426815441e-10,index_1,142.00065773911774
middle,llama31_8b_base,ambiguous_10000,33,median,second_smallest,10128,1.0,0.0,0.0,0.0029296875,6.991380165961648e-06,9.967555363477106e-07,index_1,153.73479978903197
middle,llama31_8b_base,base,11,second_smallest,median,128,1.0,0.005859375,0.001953125,0.0205078125,0.008543181816799724,0.003231669949432636,index_1,142.2783831290435
middle,llama31_8b_base,base,22,median,middle,128,1.0,0.0,0.00390625,0.00390625,1.936165736606925e-06,0.004374850988003145,index_1,161.71705032605678
middle,llama31_8b_base,base,33,median,second_smallest,128,1.0,0.0009765625,0.0244140625,0.0224609375,0.0021910676718092364,0.02892268213974378,index_1,158.44757773401216
middle,llama31_8b_base,matched_difficulty,11,second_smallest,median,129,1.0,0.033203125,0.0029296875,0.11328125,0.051583053366060616,0.005523240589756299,index_1,144.23913197708316
middle,llama31_8b_base,matched_difficulty,22,median,middle,129,1.0,0.064453125,0.0751953125,0.05859375,0.07423079808003347,0.08462793522404347,index_1,141.65980923501775
middle,llama31_8b_base,matched_difficulty,33,median,second_smallest,129,0.98828125,0.1005859375,0.046875,0.0810546875,0.1264769805718814,0.06737607823075221,index_1,136.83533879881725
middle,llama31_8b_base,matched_influence,11,second_smallest,median,129,1.0,0.3251953125,0.2998046875,0.267578125,0.40334695977221363,0.3851396679439938,median,169.83945264600334
middle,llama31_8b_base,matched_influence,22,median,middle,129,1.0,0.0341796875,0.0009765625,0.02734375,0.037111230199783386,0.0007962402001269054,index_1,158.39914040104486
middle,llama31_8b_base,matched_influence,33,median,second_smallest,129,1.0,0.330078125,0.25,0.2822265625,0.4272706675026019,0.3210373753246302,second_smallest,153.6980019470211
middle,llama31_8b_base,matched_loss,11,second_smallest,median,129,1.0,0.02734375,0.013671875,0.04296875,0.03334849814267602,0.01578414032916067,index_1,148.7716957051307
middle,llama31_8b_base,matched_loss,22,median,middle,129,1.0,0.0205078125,0.0390625,0.1015625,0.03037381460581732,0.050806011007732174,index_1,151.6057136490126
middle,llama31_8b_base,matched_loss,33,median,second_smallest,129,1.0,0.380859375,0.19921875,0.3125,0.512852010898176,0.29963410952996083,second_smallest,141.62213805498322
middle,llama31_8b_base,random_distinguishing,11,second_smallest,median,129,1.0,0.2939453125,0.21484375,0.2490234375,0.3613059452995417,0.2834045344273613,median,146.17561379401013
middle,llama31_8b_base,random_distinguishing,22,median,middle,129,1.0,0.0322265625,0.0185546875,0.0263671875,0.036466200408222765,0.02388438669270048,index_1,136.30155189987272
middle,llama31_8b_base,random_distinguishing,33,median,second_smallest,129,1.0,0.01953125,0.0517578125,0.0439453125,0.028338808195347814,0.060476032785967866,index_1,135.09019240702037
middle,llama31_8b_base,targeted,11,second_smallest,median,129,1.0,0.037109375,0.0078125,0.033203125,0.048007292649026236,0.011869219187017112,index_1,131.755596148083
middle,llama31_8b_base,targeted,22,median,middle,129,1.0,0.12109375,0.1162109375,0.103515625,0.13523482348670868,0.1253226023089204,index_1,153.2897582789883
middle,llama31_8b_base,targeted,33,median,second_smallest,129,0.9921875,0.0,0.0,0.0078125,0.00041469776498947856,0.00014122314177674318,index_1,130.3263311360497
middle,mistral_7b_base,ambiguous_10,11,second_smallest,middle,138,1.0,0.3408203125,0.083984375,0.2099609375,0.42164303773830164,0.10964439976930311,middle,144.78236126306
middle,mistral_7b_base,ambiguous_10,22,index_1,second_smallest,138,1.0,0.0126953125,0.830078125,0.0751953125,0.015431314057512932,0.8775417290548636,index_1,146.49118867702782
middle,mistral_7b_base,ambiguous_10,33,second_smallest,index_1,138,1.0,0.935546875,0.0029296875,0.04296875,0.9680763382270781,0.005437465539001625,index_1,145.37063021282665
middle,mistral_7b_base,ambiguous_100,11,second_smallest,middle,228,1.0,0.00390625,0.0068359375,0.015625,0.0041314659210425556,0.007378125788572935,index_1,164.20109895500354
middle,mistral_7b_base,ambiguous_100,22,index_1,second_smallest,228,1.0,0.001953125,0.8681640625,0.0615234375,0.00481722241005995,0.8976234658689574,index_1,163.23405839316547
middle,mistral_7b_base,ambiguous_100,33,second_smallest,index_1,228,1.0,0.9873046875,0.001953125,0.001953125,0.9884971836753467,0.002157190890545599,index_1,140.591794957174
middle,mistral_7b_base,ambiguous_1000,11,second_smallest,middle,1128,1.0,0.0009765625,0.005859375,0.03515625,0.003317928362626294,0.007063653789034216,index_1,149.21130108996294
middle,mistral_7b_base,ambiguous_1000,22,index_1,second_smallest,1128,1.0,0.009765625,0.9697265625,0.0126953125,0.008679496093496218,0.9828780898512072,index_1,139.6882645180449
middle,mistral_7b_base,ambiguous_1000,33,second_smallest,index_1,1128,1.0,0.861328125,0.0185546875,0.0703125,0.8985300693139612,0.02982388948573648,index_1,158.39049398712814
middle,mistral_7b_base,ambiguous_10000,11,second_smallest,middle,10128,1.0,0.001953125,0.0048828125,0.0087890625,0.002150026748878035,0.006600139629756178,index_1,158.52937720995396
middle,mistral_7b_base,ambiguous_10000,22,index_1,second_smallest,10128,1.0,0.0107421875,0.90625,0.04296875,0.01500325088995918,0.9273449907034491,index_1,146.60303868120536
middle,mistral_7b_base,ambiguous_10000,33,second_smallest,index_1,10128,1.0,0.1875,0.173828125,0.4072265625,0.5213951345113217,0.1986750363307826,median,160.36291410797276
middle,mistral_7b_base,base,11,second_smallest,middle,128,1.0,0.029296875,0.0068359375,0.046875,0.04179059146434986,0.006836907041284552,index_1,145.783131766133
middle,mistral_7b_base,base,22,index_1,second_smallest,128,1.0,0.009765625,0.775390625,0.08984375,0.017339413739222646,0.8140119708486926,index_1,166.77818076498806
middle,mistral_7b_base,base,33,second_smallest,index_1,128,1.0,0.9599609375,0.0087890625,0.0205078125,0.9718025882024841,0.013506840827889917,index_1,167.18020490300842
middle,mistral_7b_base,matched_difficulty,11,second_smallest,middle,129,1.0,0.06640625,0.04296875,0.13671875,0.08236553168408663,0.05756015142103723,index_1,149.8018414489925
middle,mistral_7b_base,matched_difficulty,22,index_1,second_smallest,129,1.0,0.2607421875,0.2216796875,0.3525390625,0.357228221613488,0.39875281091045295,second_smallest,142.413729948923
