study,dataset_key,model_key,seeds,r_star_bits_per_value,fisher_effective_rank,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen3_natural,kind_code,qwen3_8b_base,3,0.8523414307666529,35.3899258299477,1.7526341708465762,0.48924368381328665,0.534082908531129
qwen3_natural,kind_dialogue,qwen3_8b_base,3,1.0796848342216252,31.03498776280772,3.014718977418102,0.47255792263541707,0.6400969703263379
qwen3_natural,kind_instruct,qwen3_8b_base,3,0.8348358446025559,25.800133337721093,1.9518987516057678,0.45250079911465174,0.5551304050624803
qwen3_natural,kind_summary,qwen3_8b_base,3,0.6368193259654874,36.5190107549711,2.407522968567134,0.4935697249918346,0.5961367621812061
