study,dataset_key,model_key,seeds,r_star_bits_per_value,surprise_weighted_hidden_logdet,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen25_natural,kind_code,qwen25_7b_base,3,0.658975990746156,0.7516402781769987,1.9153087538253208,0.5809611151805993,0.7274599329516751
qwen25_natural,kind_dialogue,qwen25_7b_base,3,1.1845548919661695,0.7727118691198879,2.969776538256355,0.641089011791401,0.8131895428371458
qwen25_natural,kind_instruct,qwen25_7b_base,3,0.7746264252357574,0.815125295140123,1.88056976373385,0.7621159480852258,0.7238822534669275
qwen25_natural,kind_summary,qwen25_7b_base,3,0.39119903726987415,0.7809135787283173,2.4071694698030255,0.664492633696556,0.7721364008886411
qwen25_natural,panel_math,qwen25_7b_base,3,0.4121487923125579,0.7361401846458601,0.40321393030535546,0.5367315160096566,0.4229030723859156
