study,dataset_key,model_key,seeds,r_star_bits_per_value,surprisal_variance_bits2,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
llama_cot_answer,cot_math,llama31_8b_base,3,0.14393250040720995,0.23155748998062634,2.3622942821013138,,
llama_cot_full,cot_math,llama31_8b_base,3,1.14615953431384,0.12134443251527649,1.226089944364503,,
llama_cot_reasoning,cot_math,llama31_8b_base,3,0.7647568623618697,0.11555865581264015,1.1333135597718258,,
llama_natural,kind_code,llama31_8b_base,3,1.0413726121078197,0.488864214188166,2.2242942017951868,0.5325522728869313,0.5806645159983737
llama_natural,kind_dialogue,llama31_8b_base,3,0.9033623046328357,0.6560770365881736,2.8733261290275443,0.5646821000824035,0.6307078644516204
llama_natural,kind_instruct,llama31_8b_base,3,0.7475240465550103,1.1753751176558993,2.2563000896479934,0.6644648641561566,0.5834569702469629
llama_natural,kind_summary,llama31_8b_base,3,0.6736490402101966,0.42377315770707735,2.3227116002300483,0.5200450717842244,0.5891270149400478
llama_natural,panel_math,llama31_8b_base,3,0.9266491819773327,0.1308172901294946,1.225934764292712,0.46375380616195994,0.464222882187736
