study,dataset_key,model_key,seeds,r_star_bits_per_value,angular_correction_rd90_bits,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen25_natural,kind_code,qwen25_7b_base,3,0.658975990746156,237.32070713379812,1.9153087538253208,0.7097156021189561,0.7274599329516751
qwen25_natural,kind_dialogue,qwen25_7b_base,3,1.1845548919661695,250.294624572722,2.969776538256355,0.7279914585491754,0.8131895428371458
qwen25_natural,kind_instruct,qwen25_7b_base,3,0.7746264252357574,279.8312796338242,1.88056976373385,0.7695986037978495,0.7238822534669275
qwen25_natural,kind_summary,qwen25_7b_base,3,0.39119903726987415,264.57915588191526,2.4071694698030255,0.7481135261211918,0.7721364008886411
qwen25_natural,panel_math,qwen25_7b_base,3,0.4121487923125579,220.57137339812016,0.40321393030535546,0.6861214625619475,0.4229030723859156
