study,dataset_key,model_key,seeds,r_star_bits_per_value,fisher_trace,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
llama_cot_answer,cot_math,llama31_8b_base,3,0.14393250040720995,1587.6770990544112,2.3622942821013138,,
llama_cot_full,cot_math,llama31_8b_base,3,1.14615953431384,196.04507045016325,1.226089944364503,,
llama_cot_reasoning,cot_math,llama31_8b_base,3,0.7647568623618697,185.20987603863364,1.1333135597718258,,
llama_natural,kind_code,llama31_8b_base,3,1.0413726121078197,266.9251327907723,2.2242942017951868,0.4865171132257287,0.5806645159983737
llama_natural,kind_dialogue,llama31_8b_base,3,0.9033623046328357,734.7023734351068,2.8733261290275443,0.49131412413953596,0.6307078644516204
llama_natural,kind_instruct,llama31_8b_base,3,0.7475240465550103,821.3655797200885,2.2563000896479934,0.4922028470406372,0.5834569702469629
llama_natural,kind_summary,llama31_8b_base,3,0.6736490402101966,458.8369438850411,2.3227116002300483,0.48848515051424585,0.5891270149400478
llama_natural,panel_math,llama31_8b_base,3,0.9266491819773327,196.0014946567836,1.225934764292712,0.4857897980923395,0.464222882187736
