study,dataset_key,model_key,seeds,r_star_bits_per_value,correction_rd90_bits,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
llama_cot_answer,cot_math,llama31_8b_base,3,0.14393250040720995,43.470353194998175,2.3622942821013138,,
llama_cot_full,cot_math,llama31_8b_base,3,1.14615953431384,295.14628362016657,1.226089944364503,,
llama_cot_reasoning,cot_math,llama31_8b_base,3,0.7647568623618697,299.13039452575345,1.1333135597718258,,
llama_natural,kind_code,llama31_8b_base,3,1.0413726121078197,358.8628291917098,2.2242942017951868,0.8524328217605903,0.5806645159983737
llama_natural,kind_dialogue,llama31_8b_base,3,0.9033623046328357,321.2491750978584,2.8733261290275443,0.793429964528298,0.6307078644516204
llama_natural,kind_instruct,llama31_8b_base,3,0.7475240465550103,263.39601470161136,2.2563000896479934,0.7026782987959681,0.5834569702469629
llama_natural,kind_summary,llama31_8b_base,3,0.6736490402101966,330.85758179108245,2.3227116002300483,0.8085022424552323,0.5891270149400478
llama_natural,panel_math,llama31_8b_base,3,0.9266491819773327,296.48932687670083,1.225934764292712,0.7545902977934194,0.464222882187736
