study,dataset_key,model_key,seeds,r_star_bits_per_value,centered_correction_rd90_bits,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen3_natural,kind_code,qwen3_8b_base,3,0.8523414307666529,77.5879672985111,1.7526341708465762,0.3510264288655526,0.534082908531129
qwen3_natural,kind_dialogue,qwen3_8b_base,3,1.0796848342216252,62.85906669232946,3.014718977418102,0.3298169239193667,0.6400969703263379
qwen3_natural,kind_instruct,qwen3_8b_base,3,0.8348358446025559,56.39980604111335,1.9518987516057678,0.32051563766632657,0.5551304050624803
qwen3_natural,kind_summary,qwen3_8b_base,3,0.6368193259654874,66.02939887233816,2.407522968567134,0.3343821781668376,0.5961367621812061
