study,dataset_key,model_key,seeds,r_star_bits_per_value,trace_normalized_correction_logdet,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen25_natural,kind_code,qwen25_7b_base,3,0.658975990746156,112.39632644094378,1.9153087538253208,0.7286245101033783,0.7274599329516751
qwen25_natural,kind_dialogue,qwen25_7b_base,3,1.1845548919661695,109.54449119564048,2.969776538256355,0.7149967148512566,0.8131895428371458
qwen25_natural,kind_instruct,qwen25_7b_base,3,0.7746264252357574,107.3257629048984,1.88056976373385,0.704394287899658,0.7238822534669275
qwen25_natural,kind_summary,qwen25_7b_base,3,0.39119903726987415,113.6926108430332,2.4071694698030255,0.7348189417239589,0.7721364008886411
qwen25_natural,panel_math,qwen25_7b_base,3,0.4121487923125579,108.99231787269156,0.40321393030535546,0.7123580964383507,0.4229030723859156
