study,dataset_key,model_key,seeds,r_star_bits_per_value,centered_angular_correction_rd90_bits,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen25_natural,kind_code,qwen25_7b_base,3,0.658975990746156,247.79385562440146,1.9153087538253208,0.6912765001522014,0.7274599329516751
qwen25_natural,kind_dialogue,qwen25_7b_base,3,1.1845548919661695,253.88778703227786,2.969776538256355,0.6989562060036743,0.8131895428371458
qwen25_natural,kind_instruct,qwen25_7b_base,3,0.7746264252357574,282.40277462052853,1.88056976373385,0.7348914180005018,0.7238822534669275
qwen25_natural,kind_summary,qwen25_7b_base,3,0.39119903726987415,268.9193705169948,2.4071694698030255,0.7178993367870762,0.7721364008886411
qwen25_natural,panel_math,qwen25_7b_base,3,0.4121487923125579,223.03132181639344,0.40321393030535546,0.6600702126090139,0.4229030723859156
