study,dataset_key,model_key,seeds,r_star_bits_per_value,hidden_effective_rank,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
llama_cot_answer,cot_math,llama31_8b_base,3,0.14393250040720995,33.58664119199361,2.3622942821013138,,
llama_cot_full,cot_math,llama31_8b_base,3,1.14615953431384,29.31798389898789,1.226089944364503,,
llama_cot_reasoning,cot_math,llama31_8b_base,3,0.7647568623618697,29.26882481538875,1.1333135597718258,,
llama_natural,kind_code,llama31_8b_base,3,1.0413726121078197,37.640337219670286,2.2242942017951868,0.6294992578812468,0.5806645159983737
llama_natural,kind_dialogue,llama31_8b_base,3,0.9033623046328357,40.33925530224729,2.8733261290275443,0.6623234903102619,0.6307078644516204
llama_natural,kind_instruct,llama31_8b_base,3,0.7475240465550103,35.673842989436544,2.2563000896479934,0.6055827618229906,0.5834569702469629
llama_natural,kind_summary,llama31_8b_base,3,0.6736490402101966,41.12724200133198,2.3227116002300483,0.6719069818318095,0.5891270149400478
llama_natural,panel_math,llama31_8b_base,3,0.9266491819773327,28.936098748823607,1.225934764292712,0.5236383395639921,0.464222882187736
