study,dataset_key,model_key,seeds,r_star_bits_per_value,surprise_weighted_hidden_logdet,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
llama_cot_answer,cot_math,llama31_8b_base,3,0.14393250040720995,0.7564682887028735,2.3622942821013138,,
llama_cot_full,cot_math,llama31_8b_base,3,1.14615953431384,0.8008894946020096,1.226089944364503,,
llama_cot_reasoning,cot_math,llama31_8b_base,3,0.7647568623618697,0.8038477112714881,1.1333135597718258,,
llama_natural,kind_code,llama31_8b_base,3,1.0413726121078197,0.9188443997455719,2.2242942017951868,0.79206287131776,0.5806645159983737
llama_natural,kind_dialogue,llama31_8b_base,3,0.9033623046328357,0.9125840312072571,2.8733261290275443,0.7741988764614847,0.6307078644516204
llama_natural,kind_instruct,llama31_8b_base,3,0.7475240465550103,0.9252679944904804,2.2563000896479934,0.8103926330210112,0.5834569702469629
llama_natural,kind_summary,llama31_8b_base,3,0.6736490402101966,0.9003717042232283,2.3227116002300483,0.7393509365853179,0.5891270149400478
llama_natural,panel_math,llama31_8b_base,3,0.9266491819773327,0.8019622341629757,1.225934764292712,0.45853899137700194,0.464222882187736
