study,dataset_key,model_key,seeds,r_star_bits_per_value,margin_deficit_bits,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
llama_cot_answer,cot_math,llama31_8b_base,3,0.14393250040720995,1.3471787016689654,2.3622942821013138,,
llama_cot_full,cot_math,llama31_8b_base,3,1.14615953431384,0.8392606207053177,1.226089944364503,,
llama_cot_reasoning,cot_math,llama31_8b_base,3,0.7647568623618697,0.7995172442557911,1.1333135597718258,,
llama_natural,kind_code,llama31_8b_base,3,1.0413726121078197,1.752837870290086,2.2242942017951868,0.5998413800924183,0.5806645159983737
llama_natural,kind_dialogue,llama31_8b_base,3,0.9033623046328357,1.881140297689613,2.8733261290275443,0.6248971105094256,0.6307078644516204
llama_natural,kind_instruct,llama31_8b_base,3,0.7475240465550103,1.5870929751351166,2.2563000896479934,0.5674736416546544,0.5834569702469629
llama_natural,kind_summary,llama31_8b_base,3,0.6736490402101966,1.5902645693818018,2.3227116002300483,0.5680930111556663,0.5891270149400478
llama_natural,panel_math,llama31_8b_base,3,0.9266491819773327,0.8350505535296785,1.225934764292712,0.4206099184982461,0.464222882187736
