study,dataset_key,model_key,seeds,r_star_bits_per_value,correction_rd90_bits,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen3_natural,kind_code,qwen3_8b_base,3,0.8523414307666529,71.68038202566875,1.7526341708465762,0.4019425586375463,0.534082908531129
qwen3_natural,kind_dialogue,qwen3_8b_base,3,1.0796848342216252,60.95485835949961,3.014718977418102,0.38511790926852907,0.6400969703263379
qwen3_natural,kind_instruct,qwen3_8b_base,3,0.8348358446025559,55.475841508134245,1.9518987516057678,0.3765232205353416,0.5551304050624803
qwen3_natural,kind_summary,qwen3_8b_base,3,0.6368193259654874,65.70247142880406,2.407522968567134,0.3925652775944936,0.5961367621812061
