candidate,cross_receiver_spearman,cross_receiver_sign_agreement,cross_receiver_p
dataset_fisher_log_volume,-0.26639875550946335,0.3684210526315789,0.2681365931703415
correction_channel_bits,0.1606818771065595,0.5614035087719298,0.4826758662066897
base_codelength_bits_per_token,0.20047964739434793,0.5087719298245614,0.3981800909954502
base_head_hidden_alignment,-0.11090225563909772,0.49122807017543857,0.6452677366131694
text_cross_row_redundancy,0.0,0.0,1.0
tokenizer_fertility_relative,-0.11258563935963181,0.38596491228070173,0.6451177441127943
