study,dataset_key,model_key,seeds,r_star_bits_per_value,unit_gain_ntk_cost,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen25_natural,kind_code,qwen25_7b_base,3,0.658975990746156,0.1569158359440214,1.9153087538253208,0.49508516870224273,0.7274599329516751
qwen25_natural,kind_dialogue,qwen25_7b_base,3,1.1845548919661695,1.3734279145261006,2.969776538256355,0.7232692950586626,0.8131895428371458
qwen25_natural,kind_instruct,qwen25_7b_base,3,0.7746264252357574,1.4384815930940686,1.88056976373385,0.7354715716095087,0.7238822534669275
qwen25_natural,kind_summary,qwen25_7b_base,3,0.39119903726987415,0.8795860231001643,2.4071694698030255,0.6306381715892,0.7721364008886411
qwen25_natural,panel_math,qwen25_7b_base,3,0.4121487923125579,1.7466694964476357,0.40321393030535546,0.7932791254500895,0.4229030723859156
