study,dataset_key,model_key,seeds,r_star_bits_per_value,angular_correction_rd90_bits,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
llama_cot_answer,cot_math,llama31_8b_base,3,0.14393250040720995,44.676038779697556,2.3622942821013138,,
llama_cot_full,cot_math,llama31_8b_base,3,1.14615953431384,304.1738255596265,1.226089944364503,,
llama_cot_reasoning,cot_math,llama31_8b_base,3,0.7647568623618697,309.3772914368206,1.1333135597718258,,
llama_natural,kind_code,llama31_8b_base,3,1.0413726121078197,371.0685409031182,2.2242942017951868,0.8063079569250691,0.5806645159983737
llama_natural,kind_dialogue,llama31_8b_base,3,0.9033623046328357,371.15131487220714,2.8733261290275443,0.806424557418509,0.6307078644516204
llama_natural,kind_instruct,llama31_8b_base,3,0.7475240465550103,364.87628293674044,2.2563000896479934,0.7975851622791839,0.5834569702469629
llama_natural,kind_summary,llama31_8b_base,3,0.6736490402101966,348.0541297052271,2.3227116002300483,0.7738884447107556,0.5891270149400478
llama_natural,panel_math,llama31_8b_base,3,0.9266491819773327,305.9975750307844,1.225934764292712,0.7146450004081275,0.464222882187736
