study,dataset_key,model_key,seeds,r_star_bits_per_value,margin_deficit_bits,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen25_natural,kind_code,qwen25_7b_base,3,0.658975990746156,1.5398381525091194,1.9153087538253208,0.7100822399126876,0.7274599329516751
qwen25_natural,kind_dialogue,qwen25_7b_base,3,1.1845548919661695,2.0851403649474958,2.969776538256355,0.8165723937435889,0.8131895428371458
qwen25_natural,kind_instruct,qwen25_7b_base,3,0.7746264252357574,1.4185789349818758,1.88056976373385,0.6864019532141439,0.7238822534669275
qwen25_natural,kind_summary,qwen25_7b_base,3,0.39119903726987415,1.8617066654567325,2.4071694698030255,0.7729388113244315,0.7721364008886411
qwen25_natural,panel_math,qwen25_7b_base,3,0.4121487923125579,0.3252028467929146,0.40321393030535546,0.4728803771588669,0.4229030723859156
