study,dataset_key,model_key,seeds,r_star_bits_per_value,residual_effective_rank,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen3_natural,kind_code,qwen3_8b_base,3,0.8523414307666529,28.593835086358045,1.7526341708465762,0.6763834945528079,0.534082908531129
qwen3_natural,kind_dialogue,qwen3_8b_base,3,1.0796848342216252,27.939204453203512,3.014718977418102,0.663774398813504,0.6400969703263379
qwen3_natural,kind_instruct,qwen3_8b_base,3,0.8348358446025559,27.90481458769304,1.9518987516057678,0.6631120022119368,0.5551304050624803
qwen3_natural,kind_summary,qwen3_8b_base,3,0.6368193259654874,28.446680590321716,2.407522968567134,0.6735490944575208,0.5961367621812061
