study,dataset_key,model_key,seeds,r_star_bits_per_value,surprise_weighted_hidden_logdet,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen3_natural,kind_code,qwen3_8b_base,3,0.8523414307666529,0.7012066759024069,1.7526341708465762,0.17103247103523844,0.534082908531129
qwen3_natural,kind_dialogue,qwen3_8b_base,3,1.0796848342216252,0.7023347395489372,3.014718977418102,0.17425140663876326,0.6400969703263379
qwen3_natural,kind_instruct,qwen3_8b_base,3,0.8348358446025559,0.7078365449449578,1.9518987516057678,0.18995083754178776,0.5551304050624803
qwen3_natural,kind_summary,qwen3_8b_base,3,0.6368193259654874,0.7018029890748751,2.407522968567134,0.17273405383831242,0.5961367621812061
