study,dataset_key,model_key,seeds,r_star_bits_per_value,coherent_correction_energy,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
llama_cot_answer,cot_math,llama31_8b_base,3,0.14393250040720995,1079.4552101098352,2.3622942821013138,,
llama_cot_full,cot_math,llama31_8b_base,3,1.14615953431384,17.350353575219597,1.226089944364503,,
llama_cot_reasoning,cot_math,llama31_8b_base,3,0.7647568623618697,14.59591377212486,1.1333135597718258,,
llama_natural,kind_code,llama31_8b_base,3,1.0413726121078197,23.375893452032106,2.2242942017951868,0.7418989656216023,0.5806645159983737
llama_natural,kind_dialogue,llama31_8b_base,3,0.9033623046328357,33.333335720906376,2.8733261290275443,0.7403424433997412,0.6307078644516204
llama_natural,kind_instruct,llama31_8b_base,3,0.7475240465550103,32.25881105410168,2.2563000896479934,0.740510410381287,0.5834569702469629
llama_natural,kind_summary,llama31_8b_base,3,0.6736490402101966,24.825709615787417,2.3227116002300483,0.7416723340212813,0.5891270149400478
llama_natural,panel_math,llama31_8b_base,3,0.9266491819773327,16.921000916740173,1.225934764292712,0.7429079781169409,0.464222882187736
