study,dataset_key,model_key,seeds,r_star_bits_per_value,fisher_effective_rank,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen25_natural,kind_code,qwen25_7b_base,3,0.658975990746156,78.37222172473555,1.9153087538253208,0.7240898196032063,0.7274599329516751
qwen25_natural,kind_dialogue,qwen25_7b_base,3,1.1845548919661695,70.8242813043351,2.969776538256355,0.6951702048353431,0.8131895428371458
qwen25_natural,kind_instruct,qwen25_7b_base,3,0.7746264252357574,63.307547406379136,1.88056976373385,0.6663701565395337,0.7238822534669275
qwen25_natural,kind_summary,qwen25_7b_base,3,0.39119903726987415,87.5258700191821,2.4071694698030255,0.7591616362381681,0.7721364008886411
qwen25_natural,panel_math,qwen25_7b_base,3,0.4121487923125579,68.25370231488694,0.40321393030535546,0.6853211400620867,0.4229030723859156
