study,dataset_key,model_key,seeds,r_star_bits_per_value,dataset_centered_correction_log_volume,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
llama_cot_answer,cot_math,llama31_8b_base,3,0.14393250040720995,897.2195571206744,2.3622942821013138,,
llama_cot_full,cot_math,llama31_8b_base,3,1.14615953431384,1089.9412050743827,1.226089944364503,,
llama_cot_reasoning,cot_math,llama31_8b_base,3,0.7647568623618697,1094.8851946040154,1.1333135597718258,,
llama_natural,kind_code,llama31_8b_base,3,1.0413726121078197,835.5338296140529,2.2242942017951868,0.6735845976261104,0.5806645159983737
llama_natural,kind_dialogue,llama31_8b_base,3,0.9033623046328357,824.660539706449,2.8733261290275443,0.667534216272061,0.6307078644516204
llama_natural,kind_instruct,llama31_8b_base,3,0.7475240465550103,818.1599359930874,2.2563000896479934,0.6639169916940718,0.5834569702469629
llama_natural,kind_summary,llama31_8b_base,3,0.6736490402101966,788.8889367151545,2.3227116002300483,0.6476293078605203,0.5891270149400478
llama_natural,panel_math,llama31_8b_base,3,0.9266491819773327,753.186890521718,1.225934764292712,0.627763103940112,0.464222882187736
