study,dataset_key,model_key,seeds,r_star_bits_per_value,dataset_correction_log_volume,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen25_natural,kind_code,qwen25_7b_base,3,0.658975990746156,649.9705291936389,1.9153087538253208,0.7094270127969423,0.7274599329516751
qwen25_natural,kind_dialogue,qwen25_7b_base,3,1.1845548919661695,668.0089270877382,2.969776538256355,0.7208266286205924,0.8131895428371458
qwen25_natural,kind_instruct,qwen25_7b_base,3,0.7746264252357574,705.2929696767195,1.88056976373385,0.7443887966336413,0.7238822534669275
qwen25_natural,kind_summary,qwen25_7b_base,3,0.39119903726987415,674.2595654660993,2.4071694698030255,0.7247768062685302,0.7721364008886411
qwen25_natural,panel_math,qwen25_7b_base,3,0.4121487923125579,632.7789553776778,0.40321393030535546,0.6985625591987663,0.4229030723859156
