study,corpus,seed,codec,rate,gradient_norm,delta_norm,first_order_bits,measured_damage_bits,relative_delta_norm,second_order_bits,taylor_bits
div_1200,math,22,sub0_500,0.52,0.28733275929227325,36.14849406,-0.14321731,0.09890305,0.81033732,-0.07365852,-0.21687583
div_1200,math,33,sub0_500,0.52,0.2836265424154346,36.14497853,-0.14153428,0.10774497,0.81029448,0.26472692,0.12319263
div_1200,math,44,sub0_500,0.52,0.31093768354630924,36.09847101,-0.14390968,0.09431225,0.81032926,0.26420121,0.12029153
div_3600,math,11,sub0_500,0.52,0.31750455428784424,36.37566614,-0.15534844,0.09395758,0.81067698,0.3413359,0.18598747
div_3600,math,22,sub0_500,0.52,0.2815043306119231,36.39458135,-0.13778366,0.1045884,0.81070735,0.3135026,0.17571893
div_3600,math,33,sub0_500,0.52,0.3000618642360481,36.38097131,-0.14449089,0.10914988,0.81074331,0.28243386,0.13794297
div_3600,math,44,sub0_500,0.52,0.22772479356138056,32.19732101,-0.1143328,0.11482934,0.80398962,0.26571793,0.15138513
div_400,math,11,sub0_500,0.52,0.26402977565715396,33.91046021,-0.12864576,0.08977363,0.80705156,0.23825438,0.10960862
div_400,math,22,sub0_500,0.52,0.277767582878478,35.8815189,-0.15406415,0.08853639,0.80992105,0.25027855,0.09621439
div_400,math,33,sub0_500,0.52,0.3587904405229963,35.90223304,-0.13044337,0.09568329,0.80994048,0.24070694,0.11026357
div_400,math,44,sub0_500,0.52,0.30584695481456786,35.90075737,-0.1578952,0.08898983,0.80995178,0.29395853,0.13606333
kind_code,code,11,sub0_08_16,0.52,0.17155743652264752,32.67446412,-0.07781633,0.04775359,0.80576622,0.20066888,0.12285256
kind_code,code,22,sub0_08_16,0.52,0.185841306679641,32.68294924,-0.08478325,0.0406588,0.80569945,0.49398396,0.40920071
kind_code,code,33,sub0_08_16,0.52,0.16281379905116541,32.69391145,-0.07682803,0.04775719,0.80578408,0.22238075,0.14555272
kind_dialogue,dialogue,11,sub0_08_16,0.52,0.4090809850982162,30.25032586,-0.10676867,0.09866549,0.79987847,0.20807871,0.10131005
kind_dialogue,dialogue,22,sub0_08_16,0.52,0.2991017603440743,30.2242433,-0.09728739,0.07429178,0.79976049,0.15768623,0.06039883
kind_dialogue,dialogue,33,sub0_08_16,0.52,0.28823981620535893,30.20346147,-0.08480961,0.06189654,0.7997183,-0.30543674,-0.39024634
kind_instruct,instruction,11,sub0_08_16,0.52,0.38993280116101064,32.76084662,-0.160155,0.08562915,0.80580242,0.215649,0.05549401
kind_instruct,instruction,22,sub0_08_16,0.52,0.415946094988745,32.75691721,-0.16317673,0.08542535,0.8057468,0.22645239,0.06327566
kind_instruct,instruction,33,sub0_08_16,0.52,0.3850878997261771,30.16236377,-0.12149061,0.06957317,0.7996242,0.16461231,0.0431217
kind_summary,summary,11,sub0_08_16,0.52,0.7768949046696157,32.94072602,-0.26260373,0.03326034,0.80611534,0.30655585,0.04395212
kind_summary,summary,22,sub0_08_16,0.52,0.9702269462671496,30.32060539,-0.22116154,0.20990168,0.80003531,-12.3038576,-12.52501915
kind_summary,summary,33,sub0_08_16,0.52,0.8096192716696528,32.92036586,-0.26787274,0.08709049,0.80591069,0.0321058,-0.23576694
numbered_broad,math,11,sub0_08_16,0.52,0.3157240023054791,36.47493186,-0.13892122,0.10511975,0.81080973,0.27198216,0.13306093
numbered_broad,math,22,sub0_08_16,0.52,0.2759130811201004,36.42976206,-0.13263084,0.1111688,0.81060915,0.29121014,0.1585793
numbered_broad,math,33,sub0_08_16,0.52,0.2783675304313411,36.45113415,-0.12108899,0.13224845,0.81074929,0.26471856,0.14362957
numbered_narrow,math,11,sub0_08_16,0.52,0.28539670969577463,35.87455595,-0.13568823,0.10652216,0.80994324,0.22428917,0.08860095
numbered_narrow,math,22,sub0_08_16,0.52,0.24344874190790658,35.84846137,-0.13311461,0.09463425,0.80990709,0.20282759,0.06971297
numbered_narrow,math,33,sub0_08_16,0.52,0.2667178644390188,35.8680528,-0.12297268,0.10224403,0.81000875,0.23078634,0.10781366
plain_broad,math,11,sub0_08_16,0.52,0.3868451923232844,36.48901035,-0.15492824,0.09346646,0.81084747,0.43151492,0.27658668
plain_broad,math,22,sub0_08_16,0.52,0.30859030951018596,36.47108798,-0.15195013,0.12590012,0.81079379,0.30641409,0.15446396
plain_broad,math,33,sub0_08_16,0.52,0.3054241421024501,36.48717702,-0.13534244,0.12003003,0.81076472,0.29235584,0.15701341
plain_narrow,math,11,sub0_08_16,0.52,0.31818725754296456,35.89790958,-0.1504806,0.08510709,0.81005709,0.26700509,0.11652449
plain_narrow,math,22,sub0_08_16,0.52,0.28653644306021375,35.88178596,-0.1477686,0.08636177,0.80984463,0.27069373,0.12292513
plain_narrow,math,33,sub0_08_16,0.52,0.30705039471835566,35.89268605,-0.13294457,0.0956707,0.8099977,0.19264205,0.05969748
preamble_broad,math,11,sub0_08_16,0.52,0.35338143178013837,36.48899864,-0.14146348,0.13005967,0.81088658,0.15354826,0.01208478
preamble_broad,math,22,sub0_08_16,0.52,0.2964707558661448,36.45018473,-0.14383659,0.14198089,0.81064133,0.36301229,0.2191757
preamble_broad,math,33,sub0_08_16,0.52,0.2802335996593153,36.46753158,-0.12900934,0.13809353,0.81068601,0.26894625,0.13993692
preamble_narrow,math,11,sub0_08_16,0.52,0.23649422664430478,33.90647141,-0.12312638,0.12967941,0.80700955,0.24533317,0.12220679
preamble_narrow,math,22,sub0_08_16,0.52,0.24417828841564546,35.86443149,-0.13160629,0.11776126,0.8099175,0.20276217,0.07115588
preamble_narrow,math,33,sub0_08_16,0.52,0.2525761464233494,35.88046255,-0.11884638,0.1323986,0.8100182,0.20564641,0.08680003
rank_div_400,math,11,sub0_500,0.52,0.4382657094230001,59.10049001,-0.30707431,-0.02261136,0.79825169,0.39031604,0.08324173
rank_div_400,math,22,sub0_500,0.52,0.5205276227834863,70.67774579,-0.3776245,-0.02702963,0.81044648,0.44996935,0.07234485
rank_div_400,math,33,sub0_500,0.52,0.4473362662821602,70.72313425,-0.38779211,-0.03353606,0.81045904,0.52159659,0.13380448
rank_dup_32k,math,11,sub0_500,0.52,0.21159438002918912,71.57723647,-0.08020358,0.12206275,0.81158285,0.25903176,0.17882817
rank_dup_32k,math,22,sub0_500,0.52,0.20423489646153378,71.61499507,-0.08377758,0.13938442,0.81163782,0.2795561,0.19577852
rank_dup_32k,math,33,sub0_500,0.52,0.2018983648644194,71.62798246,-0.08104649,0.1251736,0.81164242,0.21317204,0.13212555
shouted_broad,math,11,sub0_08_16,0.52,0.2686222615623859,36.4139041,-0.12127328,0.10940337,0.81085993,0.27214029,0.15086702
shouted_broad,math,22,sub0_08_16,0.52,0.26816834837398257,36.38894103,-0.12070897,0.12259788,0.81079021,0.28350818,0.16279921
shouted_broad,math,33,sub0_08_16,0.52,0.21991087918208718,36.40627012,-0.09902402,0.1237991,0.81077722,0.2851729,0.18614888
shouted_narrow,math,11,sub0_08_16,0.52,0.259355967754094,35.94802835,-0.13531766,0.09903927,0.81021553,0.22994519,0.09462753
shouted_narrow,math,22,sub0_08_16,0.52,0.21826369009471788,35.90053126,-0.11344132,0.09101146,0.80992421,0.19015285,0.07671154
shouted_narrow,math,33,sub0_08_16,0.52,0.26531269844056743,35.90183352,-0.11181624,0.08616048,0.80996738,0.15574139,0.04392515
symbolic_broad,math,11,sub0_08_16,0.52,0.29053233166427944,36.50470358,-0.12102452,0.23892966,0.8109312,0.27969816,0.15867363
symbolic_broad,math,22,sub0_08_16,0.52,0.3101823214472028,36.48089852,-0.13178813,0.22948001,0.81089451,0.28882341,0.15703527
symbolic_broad,math,33,sub0_08_16,0.52,0.2873086173114896,36.48177687,-0.11362768,0.24395411,0.81078377,0.2753886,0.16176092
symbolic_narrow,math,11,sub0_08_16,0.52,0.24352538598684698,35.28211151,-0.12359519,0.22696814,0.8092794,0.27958508,0.15598989
symbolic_narrow,math,22,sub0_08_16,0.52,0.2490191515385421,35.97772375,-0.13080304,0.20590267,0.81020736,0.25642248,0.12561944
symbolic_narrow,math,33,sub0_08_16,0.52,0.25598607311513305,35.94723374,-0.12170943,0.21425362,0.81012514,0.22884921,0.10713977
budget_1000,math,11,sub0_04_16,0.27,0.4265232270714787,37.05603403,-0.14279987,0.24936839,0.90791644,0.36070437,0.2179045
budget_1000,math,22,sub0_04_16,0.27,0.37887020529542065,37.01357041,-0.13009974,0.28641091,0.90778551,0.47565848,0.34555874
budget_1000,math,33,sub0_04_16,0.27,0.36204603890221254,37.04850435,-0.12737697,0.29148778,0.90783916,0.50693696,0.37955999
budget_4000,math,11,sub0_04_16,0.27,0.4130015726717639,42.7548654,-0.24348246,0.29513675,0.91125753,0.46683555,0.22335309
budget_4000,math,22,sub0_04_16,0.27,0.25765648369347666,35.99723636,-0.12251623,0.34345268,0.90706805,0.33094518,0.20842896
budget_4000,math,33,sub0_04_16,0.27,0.3710533120057253,42.76097778,-0.22160003,0.30376318,0.91124598,0.49944441,0.27784438
budget_500,math,11,sub0_04_16,0.27,0.1668113878623247,34.36649753,-0.02184247,0.25241553,0.90550536,0.25799532,0.23615286
budget_500,math,22,sub0_04_16,0.27,0.1526969458921308,34.3606966,-0.01651709,0.2374542,0.90542676,0.19440945,0.17789236
budget_500,math,33,sub0_04_16,0.27,0.14220928140585584,34.38142163,-0.00786387,0.29584512,0.90546775,0.32862744,0.32076357
budget_8000,math,11,sub0_04_16,0.27,0.2905604752313933,40.28414701,-0.20007926,0.314369,0.90997297,0.45863675,0.25855749
budget_8000,math,22,sub0_04_16,0.27,0.25221617222511894,34.9704116,-0.11320787,0.36221688,0.90610264,0.28535729,0.17214942
budget_8000,math,33,sub0_04_16,0.27,0.33842155330915136,42.49730288,-0.23537666,0.32908133,0.91113157,0.50454,0.26916334
div_1200,math,11,sub0_250,0.27,0.31195109558973905,40.62968573,-0.16265935,0.2634344,0.91019413,0.39030211,0.22764276
div_1200,math,22,sub0_250,0.27,0.28733275929227325,40.60270422,-0.18180959,0.2755393,0.91018692,0.07153967,-0.11026992
div_1200,math,33,sub0_250,0.27,0.2836265424154346,40.59687277,-0.17692536,0.27807,0.91009659,0.41324103,0.23631567
div_1200,math,44,sub0_250,0.27,0.31093768354630924,40.54082927,-0.18204293,0.26828868,0.91005018,0.41501998,0.23297705
div_3600,math,11,sub0_250,0.27,0.31750455428784424,40.84760227,-0.19325873,0.26796359,0.91033964,0.51327582,0.32001708
div_3600,math,22,sub0_250,0.27,0.2815043306119231,40.86384118,-0.17007318,0.27147922,0.91026232,0.51152224,0.34144906
div_3600,math,33,sub0_250,0.27,0.3000618642360481,40.84850029,-0.18065875,0.2869062,0.91030138,0.40778867,0.22712992
div_3600,math,44,sub0_250,0.27,0.22772479356138056,36.3335799,-0.13656455,0.28412381,0.9072749,0.40932598,0.27276142
div_400,math,11,sub0_250,0.27,0.26402977565715396,38.18131887,-0.16003453,0.27267217,0.9086958,0.3722233,0.21218877
div_400,math,22,sub0_250,0.27,0.277767582878478,40.31504655,-0.19321984,0.25839707,0.90999506,0.38498501,0.19176517
div_400,math,33,sub0_250,0.27,0.3587904405229963,40.33585655,-0.16657724,0.2680701,0.90996132,0.34649686,0.17991963
div_400,math,44,sub0_250,0.27,0.30584695481456786,40.33438269,-0.19979964,0.26210521,0.90997816,0.44214125,0.24234161
kind_code,code,11,sub0_04_16,0.27,0.17155743652264752,36.82364008,-0.09742881,0.08692891,0.90808667,0.29703186,0.19960305
kind_code,code,22,sub0_04_16,0.27,0.185841306679641,36.83793655,-0.10379131,0.08339658,0.90812812,0.73050405,0.62671273
kind_code,code,33,sub0_04_16,0.27,0.16281379905116541,36.84304594,-0.09539728,0.08147078,0.90804491,0.33539945,0.24000217
kind_dialogue,dialogue,11,sub0_04_16,0.27,0.4090809850982162,34.24512397,-0.13423594,0.18043294,0.90550883,0.31791058,0.18367463
kind_dialogue,dialogue,22,sub0_04_16,0.27,0.2991017603440743,34.21780642,-0.12128724,0.15095267,0.90543374,0.24755314,0.1262659
kind_dialogue,dialogue,33,sub0_04_16,0.27,0.28823981620535893,34.19803168,-0.10407887,0.14745417,0.90548535,-0.46536442,-0.56944329
kind_instruct,instruction,11,sub0_04_16,0.27,0.38993280116101064,36.9205525,-0.20160071,0.22286665,0.90811666,0.3234046,0.1218039
kind_instruct,instruction,22,sub0_04_16,0.27,0.415946094988745,36.91662276,-0.2075903,0.21903938,0.90806624,0.34721453,0.13962422
kind_instruct,instruction,33,sub0_04_16,0.27,0.3850878997261771,34.15231136,-0.15470703,0.21297721,0.90540035,0.25160385,0.09689682
kind_summary,summary,11,sub0_04_16,0.27,0.7768949046696157,37.11596159,-0.3245577,0.19067447,0.90829042,0.42288345,0.09832575
kind_summary,summary,22,sub0_04_16,0.27,0.9702269462671496,34.31794626,-0.26424584,0.25030081,0.90550859,-22.29140334,-22.55564918
kind_summary,summary,33,sub0_04_16,0.27,0.8096192716696528,37.09846221,-0.32768067,0.21173118,0.90819304,-0.11699074,-0.44467141
numbered_broad,math,11,sub0_04_16,0.27,0.3157240023054791,40.9547599,-0.17373179,0.2899179,0.91039287,0.40309625,0.22936446
numbered_broad,math,22,sub0_04_16,0.27,0.2759130811201004,40.90647829,-0.16530724,0.27749739,0.91022186,0.41792911,0.25262187
numbered_broad,math,33,sub0_04_16,0.27,0.2783675304313411,40.93050244,-0.15151658,0.3110868,0.91037979,0.39223584,0.24071927
numbered_narrow,math,11,sub0_04_16,0.27,0.28539670969577463,40.30451562,-0.16880875,0.28466811,0.90995885,0.32049496,0.1516862
numbered_narrow,math,22,sub0_04_16,0.27,0.24344874190790658,40.27803608,-0.16859607,0.27815602,0.90998234,0.28661638,0.11802031
numbered_narrow,math,33,sub0_04_16,0.27,0.2667178644390188,40.29388651,-0.15531261,0.28911798,0.90995742,0.34792116,0.19260855
plain_broad,math,11,sub0_04_16,0.27,0.3868451923232844,40.97131237,-0.19491551,0.27963824,0.91045179,0.56167947,0.36676397
plain_broad,math,22,sub0_04_16,0.27,0.30859030951018596,40.94711987,-0.18777689,0.2867638,0.91030107,0.45457392,0.26679703
plain_broad,math,33,sub0_04_16,0.27,0.3054241421024501,40.96849673,-0.16780489,0.2823763,0.91034206,0.43142416,0.26361926
plain_narrow,math,11,sub0_04_16,0.27,0.31818725754296456,40.32639356,-0.18922664,0.26163712,0.90998839,0.39363828,0.20441164
plain_narrow,math,22,sub0_04_16,0.27,0.28653644306021375,40.31700405,-0.18773615,0.25296271,0.90994661,0.39343009,0.20569394
plain_narrow,math,33,sub0_04_16,0.27,0.30705039471835566,40.32340423,-0.16429422,0.26707564,0.90998663,0.28949061,0.12519639
preamble_broad,math,11,sub0_04_16,0.27,0.35338143178013837,40.96492104,-0.17959297,0.41096466,0.91035397,0.17772851,-0.00186446
preamble_broad,math,22,sub0_04_16,0.27,0.2964707558661448,40.93143741,-0.1769329,0.41629737,0.91030307,0.53614155,0.35920865
preamble_broad,math,33,sub0_04_16,0.27,0.2802335996593153,40.95322038,-0.16077005,0.43619031,0.91040445,0.33564549,0.17487544
preamble_narrow,math,11,sub0_04_16,0.27,0.23649422664430478,38.17661081,-0.1531676,0.41175397,0.90864334,0.3721533,0.2189857
preamble_narrow,math,22,sub0_04_16,0.27,0.24417828841564546,40.29609192,-0.16716138,0.37574446,0.90999658,0.30601434,0.13885297
preamble_narrow,math,33,sub0_04_16,0.27,0.2525761464233494,40.305718,-0.14922154,0.41199685,0.90992041,0.30055626,0.15133471
rank_div_400,math,11,sub0_250,0.27,0.4382657094230001,66.98729255,-0.38311431,0.12104993,0.90477624,0.59759616,0.21448184
rank_div_400,math,22,sub0_250,0.27,0.5205276227834863,79.37467704,-0.48040082,0.10417704,0.91017231,0.67753675,0.19713593
rank_div_400,math,33,sub0_250,0.27,0.4473362662821602,79.42406825,-0.4873579,0.1058358,0.91016829,0.82171341,0.33435551
rank_dup_32k,math,11,sub0_250,0.27,0.21159438002918912,80.31727551,-0.10081143,0.28364531,0.91068231,0.39279354,0.29198212
rank_dup_32k,math,22,sub0_250,0.27,0.20423489646153378,80.35266505,-0.10207784,0.28824595,0.9106649,0.41081612,0.30873828
rank_dup_32k,math,33,sub0_250,0.27,0.2018983648644194,80.37001224,-0.0980858,0.27554001,0.9107015,0.32810248,0.23001668
shouted_broad,math,11,sub0_04_16,0.27,0.2686222615623859,40.88082611,-0.1508678,0.29145877,0.91032875,0.43286662,0.28199881
shouted_broad,math,22,sub0_04_16,0.27,0.26816834837398257,40.85395967,-0.15005785,0.3001526,0.91027629,0.41534984,0.26529199
shouted_broad,math,33,sub0_04_16,0.27,0.21991087918208718,40.87729501,-0.12489112,0.30650862,0.91034812,0.41371239,0.28882127
shouted_narrow,math,11,sub0_04_16,0.27,0.259355967754094,40.38192453,-0.1703529,0.27612422,0.91014901,0.34459168,0.17423878
shouted_narrow,math,22,sub0_04_16,0.27,0.21826369009471788,40.33808085,-0.14435895,0.26508154,0.91003634,0.28596718,0.14160824
shouted_narrow,math,33,sub0_04_16,0.27,0.26531269844056743,40.3374514,-0.14234348,0.27007809,0.91003763,0.27100792,0.12866443
symbolic_broad,math,11,sub0_04_16,0.27,0.29053233166427944,40.98333699,-0.15123815,0.53189652,0.91042149,0.43193813,0.28069998
symbolic_broad,math,22,sub0_04_16,0.27,0.3101823214472028,40.95376883,-0.16472879,0.51244527,0.91031711,0.41959764,0.25486885
symbolic_broad,math,33,sub0_04_16,0.27,0.2873086173114896,40.95915309,-0.14192879,0.52742025,0.91029055,0.39977187,0.25784308
symbolic_narrow,math,11,sub0_04_16,0.27,0.24352538598684698,39.65847856,-0.15829931,0.52484311,0.90966182,0.38402406,0.22572475
symbolic_narrow,math,22,sub0_04_16,0.27,0.2490191515385421,40.41229472,-0.1653789,0.49971221,0.91007254,0.38366621,0.2182873
symbolic_narrow,math,33,sub0_04_16,0.27,0.25598607311513305,40.3848521,-0.15249438,0.49674961,0.91013356,0.34606536,0.19357098
budget_1000,math,11,sub0_03_16,0.21,0.4265232270714787,38.02671277,-0.14943963,0.32299592,0.93169921,0.40577445,0.25633482
budget_1000,math,22,sub0_03_16,0.21,0.37887020529542065,37.98995357,-0.13476329,0.35490576,0.93173204,0.51558189,0.38081859
budget_1000,math,33,sub0_03_16,0.21,0.36204603890221254,38.01977827,-0.13374876,0.34030929,0.93163933,0.54526381,0.41151506
budget_4000,math,11,sub0_03_16,0.21,0.4130015726717639,43.82764873,-0.25161597,0.35875829,0.93412234,0.54204211,0.29042614
budget_4000,math,22,sub0_03_16,0.21,0.25765648369347666,36.95415564,-0.1285309,0.40567532,0.93118076,0.36357317,0.23504227
budget_4000,math,33,sub0_03_16,0.21,0.3710533120057253,43.83749621,-0.23185893,0.36875672,0.93418682,0.56425947,0.33240054
budget_500,math,11,sub0_03_16,0.21,0.1668113878623247,35.29374675,-0.02248393,0.31596395,0.92993698,0.28320865,0.26072472
budget_500,math,22,sub0_03_16,0.21,0.1526969458921308,35.29278176,-0.01822609,0.31128761,0.92998781,0.21356189,0.1953358
budget_500,math,33,sub0_03_16,0.21,0.14220928140585584,35.30974478,-0.0090916,0.34225307,0.92991603,0.35255381,0.34346222
budget_8000,math,11,sub0_03_16,0.21,0.2905604752313933,41.31521685,-0.20999411,0.37342441,0.93326366,0.48739419,0.27740008
budget_8000,math,22,sub0_03_16,0.21,0.25221617222511894,35.91096167,-0.11869842,0.42297834,0.93047281,0.3103789,0.19168048
budget_8000,math,33,sub0_03_16,0.21,0.33842155330915136,43.56800455,-0.24744382,0.38559397,0.93408714,0.54881057,0.30136675
div_1200,math,11,sub0_1875,0.21,0.31195109558973905,41.66543732,-0.17145394,0.33095053,0.93339723,0.44186703,0.27041308
div_1200,math,22,sub0_1875,0.21,0.28733275929227325,41.64208634,-0.1879128,0.34947947,0.93348665,0.01727833,-0.17063447
div_1200,math,33,sub0_1875,0.21,0.2836265424154346,41.63389075,-0.18599517,0.34381802,0.93334436,0.46528694,0.27929176
div_1200,math,44,sub0_1875,0.21,0.31093768354630924,41.57837309,-0.18961199,0.34067846,0.9333407,0.45761187,0.26799988
div_3600,math,11,sub0_1875,0.21,0.31750455428784424,41.88535903,-0.20151747,0.34717952,0.93346734,0.53489782,0.33338035
div_3600,math,22,sub0_1875,0.21,0.2815043306119231,41.90766129,-0.18139045,0.34008136,0.93351394,0.54210604,0.3607156
div_3600,math,33,sub0_1875,0.21,0.3000618642360481,41.89053904,-0.19149565,0.364514,0.93352302,0.45529393,0.26379828
div_3600,math,44,sub0_1875,0.21,0.22772479356138056,37.29351354,-0.14254701,0.34854962,0.93124512,0.45079181,0.3082448
div_400,math,11,sub0_1875,0.21,0.26402977565715396,39.16898767,-0.16683209,0.34380494,0.93220181,0.3992048,0.2323727
div_400,math,22,sub0_1875,0.21,0.277767582878478,41.3510363,-0.20287966,0.33552312,0.93337952,0.41710226,0.2142226
div_400,math,33,sub0_1875,0.21,0.3587904405229963,41.36433167,-0.17603585,0.32636611,0.93316332,0.38719568,0.21115983
div_400,math,44,sub0_1875,0.21,0.30584695481456786,41.36733873,-0.21122305,0.32088116,0.93328253,0.48546773,0.27424467
kind_code,code,11,sub0_03_16,0.21,0.17155743652264752,37.78855776,-0.10175295,0.10310731,0.93188195,0.33433552,0.23258257
kind_code,code,22,sub0_03_16,0.21,0.185841306679641,37.80560694,-0.109137,0.0985768,0.93198312,0.82987915,0.72074215
kind_code,code,33,sub0_03_16,0.21,0.16281379905116541,37.80979297,-0.09945951,0.09520955,0.93187165,0.37395473,0.27449522
kind_dialogue,dialogue,11,sub0_03_16,0.21,0.4090809850982162,35.16870786,-0.14039615,0.20463491,0.92993022,0.34847682,0.20808067
kind_dialogue,dialogue,22,sub0_03_16,0.21,0.2991017603440743,35.14876656,-0.12700301,0.17876011,0.93006778,0.26752361,0.14052061
kind_dialogue,dialogue,33,sub0_03_16,0.21,0.28823981620535893,35.12104835,-0.10810769,0.16935315,0.92992471,-0.55078807,-0.65889576
kind_instruct,instruction,11,sub0_03_16,0.21,0.38993280116101064,37.88482075,-0.21310946,0.25679513,0.93183429,0.35349144,0.14038198
kind_instruct,instruction,22,sub0_03_16,0.21,0.415946094988745,37.88657034,-0.21490114,0.27377839,0.93192478,0.37981057,0.16490943
kind_instruct,instruction,33,sub0_03_16,0.21,0.3850878997261771,35.0755219,-0.16275932,0.26185098,0.92987527,0.27276863,0.11000932
kind_summary,summary,11,sub0_03_16,0.21,0.7768949046696157,38.08527644,-0.3436421,0.2427922,0.9320112,0.33627389,-0.00736821
kind_summary,summary,22,sub0_03_16,0.21,0.9702269462671496,35.24993247,-0.27684219,0.27290252,0.93009985,-27.4093181,-27.68616029
kind_summary,summary,33,sub0_03_16,0.21,0.8096192716696528,38.06924394,-0.3453873,0.2686731,0.93195837,-0.05234317,-0.39773046
numbered_broad,math,11,sub0_03_16,0.21,0.3157240023054791,41.995223,-0.18221059,0.3665403,0.93352157,0.43130566,0.24909507
numbered_broad,math,22,sub0_03_16,0.21,0.2759130811201004,41.95296497,-0.17495143,0.35843535,0.93350753,0.45736533,0.2824139
numbered_broad,math,33,sub0_03_16,0.21,0.2783675304313411,41.97114953,-0.15890834,0.37169817,0.93352595,0.4219931,0.26308476
numbered_narrow,math,11,sub0_03_16,0.21,0.28539670969577463,41.33398617,-0.17624456,0.35635061,0.93320131,0.35957847,0.1833339
numbered_narrow,math,22,sub0_03_16,0.21,0.24344874190790658,41.31479286,-0.17709546,0.34583985,0.93340529,0.30000903,0.12291357
numbered_narrow,math,33,sub0_03_16,0.21,0.2667178644390188,41.32472517,-0.163979,0.35724558,0.93323687,0.37917905,0.21520005
plain_broad,math,11,sub0_03_16,0.21,0.3868451923232844,42.00922837,-0.20013565,0.34116233,0.93351604,0.64602694,0.44589129
plain_broad,math,22,sub0_03_16,0.21,0.30859030951018596,41.99358065,-0.19616586,0.3664519,0.93356508,0.48423156,0.28806569
plain_broad,math,33,sub0_03_16,0.21,0.3054241421024501,42.01086866,-0.17764068,0.34678461,0.93350413,0.48160349,0.30396281
plain_narrow,math,11,sub0_03_16,0.21,0.31818725754296456,41.35471291,-0.19657783,0.33075728,0.93319301,0.42297701,0.22639919
plain_narrow,math,22,sub0_03_16,0.21,0.28653644306021375,41.35410484,-0.19577849,0.33176457,0.93335376,0.42775856,0.23198007
plain_narrow,math,33,sub0_03_16,0.21,0.30705039471835566,41.35060973,-0.17165543,0.32481118,0.93316779,0.30085957,0.12920414
preamble_broad,math,11,sub0_03_16,0.21,0.35338143178013837,42.00603478,-0.18669794,0.494889,0.9334904,0.20877997,0.02208203
preamble_broad,math,22,sub0_03_16,0.21,0.2964707558661448,41.97598307,-0.18797239,0.51331682,0.93353346,0.56738113,0.37940873
preamble_broad,math,33,sub0_03_16,0.21,0.2802335996593153,41.99350652,-0.17071269,0.51286542,0.93353037,0.35416288,0.1834502
preamble_narrow,math,11,sub0_03_16,0.21,0.23649422664430478,39.16615466,-0.15945909,0.5007297,0.93219552,0.41256523,0.25310614
preamble_narrow,math,22,sub0_03_16,0.21,0.24417828841564546,41.32921785,-0.17458885,0.48019461,0.9333274,0.3392952,0.16470634
preamble_narrow,math,33,sub0_03_16,0.21,0.2525761464233494,41.335039,-0.15500275,0.48710595,0.93315781,0.33200952,0.17700677
rank_div_400,math,11,sub0_1875,0.21,0.4382657094230001,68.81610813,-0.40309878,0.18105077,0.92947748,0.6698324,0.26673361
rank_div_400,math,22,sub0_1875,0.21,0.5205276227834863,81.40301097,-0.50466073,0.16648208,0.93343078,0.74954571,0.24488498
rank_div_400,math,33,sub0_1875,0.21,0.4473362662821602,81.45415457,-0.51315581,0.16385432,0.93343227,0.88771614,0.37456033
rank_dup_32k,math,11,sub0_1875,0.21,0.21159438002918912,82.36025985,-0.10754905,0.34680382,0.93384681,0.43801668,0.33046763
rank_dup_32k,math,22,sub0_1875,0.21,0.20423489646153378,82.392194,-0.10847644,0.35179403,0.93377959,0.44537191,0.33689546
rank_dup_32k,math,33,sub0_1875,0.21,0.2018983648644194,82.40922444,-0.10428526,0.34695875,0.93380855,0.36235119,0.25806593
shouted_broad,math,11,sub0_03_16,0.21,0.2686222615623859,41.91993857,-0.15701326,0.36516117,0.93346756,0.43821502,0.28120176
shouted_broad,math,22,sub0_03_16,0.21,0.26816834837398257,41.89862615,-0.1572082,0.36966336,0.93355274,0.45963198,0.30242377
shouted_broad,math,33,sub0_03_16,0.21,0.21991087918208718,41.91961097,-0.13266507,0.36705299,0.93356077,0.45581869,0.32315362
shouted_narrow,math,11,sub0_03_16,0.21,0.259355967754094,41.40860695,-0.17758186,0.35125031,0.93328892,0.37281066,0.1952288
shouted_narrow,math,22,sub0_03_16,0.21,0.21826369009471788,41.371874,-0.15093304,0.34355599,0.93335895,0.31527642,0.16434339
shouted_narrow,math,33,sub0_03_16,0.21,0.26531269844056743,41.36632804,-0.15107317,0.33749637,0.93324972,0.3090146,0.15794143
symbolic_broad,math,11,sub0_03_16,0.21,0.29053233166427944,42.02529436,-0.15717705,0.63666872,0.93356798,0.45895565,0.3017786
symbolic_broad,math,22,sub0_03_16,0.21,0.3101823214472028,41.99974278,-0.17219263,0.65028033,0.93356694,0.41532589,0.24313326
symbolic_broad,math,33,sub0_03_16,0.21,0.2873086173114896,42.00383196,-0.15037824,0.63781162,0.93350785,0.44627989,0.29590164
symbolic_narrow,math,11,sub0_03_16,0.21,0.24352538598684698,40.67448909,-0.16662916,0.64024828,0.93296644,0.43075248,0.26412331
symbolic_narrow,math,22,sub0_03_16,0.21,0.2490191515385421,41.4499077,-0.17278795,0.62851293,0.93343927,0.42207797,0.24929002
symbolic_narrow,math,33,sub0_03_16,0.21,0.25598607311513305,41.41358131,-0.15975445,0.60818543,0.93331753,0.3699177,0.21016325
