study,dataset_key,model_key,seeds,r_star_bits_per_value,hidden_effective_rank,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen25_natural,kind_code,qwen25_7b_base,3,0.658975990746156,25.228515679949876,1.9153087538253208,0.6630640892088058,0.7274599329516751
qwen25_natural,kind_dialogue,qwen25_7b_base,3,1.1845548919661695,24.99639908078377,2.969776538256355,0.6602410879288314,0.8131895428371458
qwen25_natural,kind_instruct,qwen25_7b_base,3,0.7746264252357574,22.57128848757601,1.88056976373385,0.6307469012429163,0.7238822534669275
qwen25_natural,kind_summary,qwen25_7b_base,3,0.39119903726987415,30.19596445248585,2.4071694698030255,0.7234781840794655,0.7721364008886411
qwen25_natural,panel_math,qwen25_7b_base,3,0.4121487923125579,21.23838378402183,0.40321393030535546,0.6145361188269437,0.4229030723859156
