study,dataset_key,model_key,seeds,r_star_bits_per_value,fisher_logdet,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen3_natural,kind_code,qwen3_8b_base,3,0.8523414307666529,157.2619904012266,1.7526341708465762,0.36051025827485816,0.534082908531129
qwen3_natural,kind_dialogue,qwen3_8b_base,3,1.0796848342216252,241.41584200313034,3.014718977418102,0.45167989190097096,0.6400969703263379
qwen3_natural,kind_instruct,qwen3_8b_base,3,0.8348358446025559,223.76739623906784,1.9518987516057678,0.43256012134083777,0.5551304050624803
qwen3_natural,kind_summary,qwen3_8b_base,3,0.6368193259654874,202.89835733133305,2.407522968567134,0.40995126155450523,0.5961367621812061
