study,dataset_key,model_key,seeds,r_star_bits_per_value,centered_angular_correction_logdet,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen3_natural,kind_code,qwen3_8b_base,3,0.8523414307666529,83.06026027098892,1.7526341708465762,0.39913506108861174,0.534082908531129
qwen3_natural,kind_dialogue,qwen3_8b_base,3,1.0796848342216252,79.81246983362578,3.014718977418102,0.3864399140142394,0.6400969703263379
qwen3_natural,kind_instruct,qwen3_8b_base,3,0.8348358446025559,81.62845457038092,1.9518987516057678,0.3935383379312208,0.5551304050624803
qwen3_natural,kind_summary,qwen3_8b_base,3,0.6368193259654874,76.46263649601325,2.407522968567134,0.3733458958761252,0.5961367621812061
