study,dataset_key,model_key,seeds,r_star_bits_per_value,centered_correction_rd90_bits,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
llama_cot_answer,cot_math,llama31_8b_base,3,0.14393250040720995,176.95146251129427,2.3622942821013138,,
llama_cot_full,cot_math,llama31_8b_base,3,1.14615953431384,308.6820713699446,1.226089944364503,,
llama_cot_reasoning,cot_math,llama31_8b_base,3,0.7647568623618697,310.9415755596537,1.1333135597718258,,
llama_natural,kind_code,llama31_8b_base,3,1.0413726121078197,371.27646901294617,2.2242942017951868,0.773935639559524,0.5806645159983737
llama_natural,kind_dialogue,llama31_8b_base,3,0.9033623046328357,327.1545773644396,2.8733261290275443,0.7104004508733213,0.6307078644516204
llama_natural,kind_instruct,llama31_8b_base,3,0.7475240465550103,268.1969082228006,2.2563000896479934,0.6255018553358938,0.5834569702469629
llama_natural,kind_summary,llama31_8b_base,3,0.6736490402101966,336.9658319518159,2.3227116002300483,0.7245285829222206,0.5891270149400478
llama_natural,panel_math,llama31_8b_base,3,0.9266491819773327,309.67318527330195,1.225934764292712,0.6852273791053178,0.464222882187736
