study,dataset_key,model_key,seeds,r_star_bits_per_value,unit_gain_ntk_cost,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen3_natural,kind_code,qwen3_8b_base,3,0.8523414307666529,0.5221619224031114,1.7526341708465762,0.5920721883891452,0.534082908531129
qwen3_natural,kind_dialogue,qwen3_8b_base,3,1.0796848342216252,2.6732472517734096,3.014718977418102,0.9955564901418923,0.6400969703263379
qwen3_natural,kind_instruct,qwen3_8b_base,3,0.8348358446025559,3.730293570880646,1.9518987516057678,1.1938292365373815,0.5551304050624803
qwen3_natural,kind_summary,qwen3_8b_base,3,0.6368193259654874,3.3643528621988814,2.407522968567134,1.1251888486785744,0.5961367621812061
