study,dataset_key,model_key,seeds,r_star_bits_per_value,centered_angular_correction_logdet,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
llama_cot_answer,cot_math,llama31_8b_base,3,0.14393250040720995,101.01497598072719,2.3622942821013138,,
llama_cot_full,cot_math,llama31_8b_base,3,1.14615953431384,139.9798985024116,1.226089944364503,,
llama_cot_reasoning,cot_math,llama31_8b_base,3,0.7647568623618697,140.88235672614627,1.1333135597718258,,
llama_natural,kind_code,llama31_8b_base,3,1.0413726121078197,163.3996467718782,2.2242942017951868,0.7131702019524733,0.5806645159983737
llama_natural,kind_dialogue,llama31_8b_base,3,0.9033623046328357,160.34585580565474,2.8733261290275443,0.701233370990537,0.6307078644516204
llama_natural,kind_instruct,llama31_8b_base,3,0.7475240465550103,158.34363560425322,2.2563000896479934,0.6934069793491142,0.5834569702469629
llama_natural,kind_summary,llama31_8b_base,3,0.6736490402101966,150.4299696652955,2.3227116002300483,0.662473594042984,0.5891270149400478
llama_natural,panel_math,llama31_8b_base,3,0.9266491819773327,140.59783971756465,1.225934764292712,0.6240412080414643,0.464222882187736
