study,dataset_key,model_key,seeds,r_star_bits_per_value,dataset_raw_correction_log_volume,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen3_natural,kind_code,qwen3_8b_base,3,0.8523414307666529,389.3536375984592,1.7526341708465762,0.4792300357363313,0.534082908531129
qwen3_natural,kind_dialogue,qwen3_8b_base,3,1.0796848342216252,350.71978342671053,3.014718977418102,0.4532350642095969,0.6400969703263379
qwen3_natural,kind_instruct,qwen3_8b_base,3,0.8348358446025559,329.42088085696105,1.9518987516057678,0.4389039968666913,0.5551304050624803
qwen3_natural,kind_summary,qwen3_8b_base,3,0.6368193259654874,376.90405418522306,2.407522968567134,0.4708532746472595,0.5961367621812061
