study,dataset_key,model_key,seeds,r_star_bits_per_value,dataset_centered_correction_log_volume,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen3_natural,kind_code,qwen3_8b_base,3,0.8523414307666529,421.7014317625432,1.7526341708465762,0.4433098744338839,0.534082908531129
qwen3_natural,kind_dialogue,qwen3_8b_base,3,1.0796848342216252,398.1332884091551,3.014718977418102,0.4301955128830913,0.6400969703263379
qwen3_natural,kind_instruct,qwen3_8b_base,3,0.8348358446025559,415.80897058637794,1.9518987516057678,0.44003104736933574,0.5551304050624803
qwen3_natural,kind_summary,qwen3_8b_base,3,0.6368193259654874,395.96598118114827,2.407522968567134,0.428989526897961,0.5961367621812061
