study,dataset_key,model_key,seeds,r_star_bits_per_value,angular_correction_energy_rank90,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen3_natural,kind_code,qwen3_8b_base,3,0.8523414307666529,30.0,1.7526341708465762,0.3629350511556566,0.534082908531129
qwen3_natural,kind_dialogue,qwen3_8b_base,3,1.0796848342216252,28.333333333333332,3.014718977418102,0.35817380692314027,0.6400969703263379
qwen3_natural,kind_instruct,qwen3_8b_base,3,0.8348358446025559,29.666666666666668,1.9518987516057678,0.36198280230915336,0.5551304050624803
qwen3_natural,kind_summary,qwen3_8b_base,3,0.6368193259654874,29.0,2.407522968567134,0.3600783046161468,0.5961367621812061
