study,dataset_key,model_key,seeds,r_star_bits_per_value,dataset_raw_correction_log_volume,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen25_natural,kind_code,qwen25_7b_base,3,0.658975990746156,626.7026887671689,1.9153087538253208,0.7229299316046025,0.7274599329516751
qwen25_natural,kind_dialogue,qwen25_7b_base,3,1.1845548919661695,609.2174156784484,2.969776538256355,0.7111648828973773,0.8131895428371458
qwen25_natural,kind_instruct,qwen25_7b_base,3,0.7746264252357574,598.5104854919917,1.88056976373385,0.7039606742751062,0.7238822534669275
qwen25_natural,kind_summary,qwen25_7b_base,3,0.39119903726987415,648.3723366315451,2.4071694698030255,0.7375104566727108,0.7721364008886411
qwen25_natural,panel_math,qwen25_7b_base,3,0.4121487923125579,589.90015249103,0.40321393030535546,0.6981671709864963,0.4229030723859156
