run_id,model_key,dataset_key,observed_r90,predicted_r90,predicted_retention_at_lowest_rate,predicted_retention_at_highest_rate,observed_retention_at_lowest_rate,observed_retention_at_highest_rate
arm-e__mistral-7b-base__all-linear-r16__s55__532d36281e,mistral_7b_base,arm_e,0.6976847848604093,1.670191624914753,0.6863016931654145,0.937924501813864,0.11477841147740034,0.9956932181040601
arm-e__mistral-7b-base__all-linear-r16__s66__65791005e9,mistral_7b_base,arm_e,0.7202767714647591,1.6814384240269176,0.6805339265310313,0.9373821202802981,0.1211098823954778,0.9946665195385205
div-1200__mistral-7b-base__lever-div-1200__all-linear-r16__s11__b0a1609403,mistral_7b_base,lever_div_1200,0.6929638965469737,1.784770931871079,0.6773782866512786,0.9251410362373874,0.12883641028725454,0.9958697251956367
div-1200__mistral-7b-base__lever-div-1200__all-linear-r16__s22__04d33c011e,mistral_7b_base,lever_div_1200,0.7278900125391936,1.7748573829983734,0.6866722240187808,0.9258828368888841,0.10911453316676582,0.9961059409258632
div-1200__mistral-7b-base__lever-div-1200__all-linear-r16__s33__603d726908,mistral_7b_base,lever_div_1200,0.7365354425887053,1.7774004477849157,0.6836764927229663,0.9257627284331507,0.12952752934981449,0.9979638337858883
div-1200__mistral-7b-base__lever-div-1200__all-linear-r16__s44__d072dfe3f3,mistral_7b_base,lever_div_1200,0.6775438117808184,1.7844289840576122,0.6775751000056812,0.9251555308459358,0.12884129834418057,0.9969427860182825
div-1200__mistral-7b-base__lever-div-1200__all-linear-r16__s55__448b2a857f,mistral_7b_base,lever_div_1200,0.7176510535851429,1.7818135803654882,0.6776495128256562,0.9254073607989374,0.12211597308669891,0.9961780013794017
div-1200__mistral-7b-base__lever-div-1200__all-linear-r16__s66__d6b07aa42e,mistral_7b_base,lever_div_1200,0.7224952340462677,1.7721934707937486,0.6884745658557271,0.9260959382041222,0.1286853024540198,0.9970589216063893
div-3600__mistral-7b-base__lever-div-3600__all-linear-r16__s11__4eb5ba735a,mistral_7b_base,lever_div_3600,0.7156987809680155,1.7826501842810605,0.6825166544215365,0.9251418392445079,0.11210457011960517,0.9944756619897064
div-3600__mistral-7b-base__lever-div-3600__all-linear-r16__s22__d5349d0a17,mistral_7b_base,lever_div_3600,0.7422418527316524,1.7797670833216859,0.6814561765561747,0.9254663316140093,0.10828836173991792,0.9984247495468545
div-3600__mistral-7b-base__lever-div-3600__all-linear-r16__s33__db34e83151,mistral_7b_base,lever_div_3600,0.74669716015408,1.7834064779052008,0.6825069765075862,0.9250894550609917,0.12005056753009022,0.9949092948417025
div-3600__mistral-7b-base__lever-div-3600__all-linear-r16__s44__237d00f630,mistral_7b_base,lever_div_3600,0.7647127006455241,1.7335702708072167,0.6799217796562175,0.9316187906995355,0.10370985181510536,1.0
div-3600__mistral-7b-base__lever-div-3600__all-linear-r16__s55__e635eeda2e,mistral_7b_base,lever_div_3600,0.7411108289511208,1.779079345582655,0.6834775364499522,0.92545259205679,0.12359634707035394,0.9999666363226073
div-3600__mistral-7b-base__lever-div-3600__all-linear-r16__s66__ea93f6258a,mistral_7b_base,lever_div_3600,0.7625598470658234,1.7737913343565217,0.6853421302175929,0.9260029929723695,0.11012517882202294,1.0
div-400__mistral-7b-base__lever-div-400__all-linear-r16__s11__8fcc168722,mistral_7b_base,lever_div_400,0.6732529896982817,1.7536375916102696,0.6829358471375314,0.928928670921291,0.12410235146138206,0.9943147989229388
div-400__mistral-7b-base__lever-div-400__all-linear-r16__s22__dc16d7cb8d,mistral_7b_base,lever_div_400,0.6930704351288557,1.7765795008486913,0.6815424072732014,0.9259493269864256,0.10747031677140098,0.9928311918702621
div-400__mistral-7b-base__lever-div-400__all-linear-r16__s33__54a3f8c982,mistral_7b_base,lever_div_400,0.7064021931957524,1.77287411171666,0.6833122852772501,0.9262429726625623,0.1365868965538679,0.9990666649285855
div-400__mistral-7b-base__lever-div-400__all-linear-r16__s44__ba1a17a871,mistral_7b_base,lever_div_400,0.673510383646137,1.7753505626388912,0.6817555899827207,0.9260724842140822,0.12481381045538839,0.9928963596942768
div-400__mistral-7b-base__lever-div-400__all-linear-r16__s55__1bdc012f61,mistral_7b_base,lever_div_400,0.6741443586978089,1.7742917365490054,0.6826454618507987,0.9261556147799824,0.12326390662547361,0.9980257219800157
div-400__mistral-7b-base__lever-div-400__all-linear-r16__s66__c2aa5fdd87,mistral_7b_base,lever_div_400,0.672880283105942,1.7593472019501792,0.6924356783247103,0.9273053555170376,0.13387949213774858,0.9927421698424963
llama-cot-answer__llama31-8b-base__cot-math__all-linear-r16__s11__e85b698246,llama31_8b_base,cot_math,0.1331997755012535,0.7729539778192198,0.8697590876594089,0.9559661865188205,0.5488458115466611,-26.102042109269572
llama-cot-answer__llama31-8b-base__cot-math__all-linear-r16__s22__e8ca520cf3,llama31_8b_base,cot_math,0.1495498331613358,0.7144921998796155,0.8741083182695795,0.957167301805299,0.4519759843179073,-19.72285811905553
llama-cot-answer__llama31-8b-base__cot-math__all-linear-r16__s33__04179d9cb8,llama31_8b_base,cot_math,0.14904789255903977,0.7615925874682915,0.8693552358127319,0.9578123303432267,0.5169904188250306,-13.71477998037465
llama-cot-full__llama31-8b-base__cot-math__all-linear-r16__s11__0f9a06e1ed,llama31_8b_base,cot_math,1.0806042419024084,1.8107544350339224,0.6550050621918678,0.920907353441226,0.10200615911502751,1.0
llama-cot-full__llama31-8b-base__cot-math__all-linear-r16__s22__352084836d,llama31_8b_base,cot_math,1.0776350106108392,1.8079843979862498,0.658566475804985,0.9210908969752662,0.09471041101417353,1.0
llama-cot-full__llama31-8b-base__cot-math__all-linear-r16__s33__1eafa363c6,llama31_8b_base,cot_math,1.086492125207728,1.8090564614314404,0.6562910127778672,0.9210840126073169,0.10850931134880705,1.0
llama-cot-reasoning__llama31-8b-base__cot-math__all-linear-r16__s11__f78fd0bc7a,llama31_8b_base,cot_math,0.751763998630117,1.8150440670432677,0.6505265786228716,0.9205651343746224,0.12043973968689689,0.9562636727644712
llama-cot-reasoning__llama31-8b-base__cot-math__all-linear-r16__s22__597754beeb,llama31_8b_base,cot_math,0.7974018278408468,1.8090720193382663,0.655722450792893,0.9210695866439512,0.11910112340536928,0.966440890130504
llama-cot-reasoning__llama31-8b-base__cot-math__all-linear-r16__s33__2cdbc88d22,llama31_8b_base,cot_math,0.7451047606146448,1.81621506524237,0.6507223725484921,0.9204867273603755,0.13858545131880456,0.9903671925735578
llama-gsm8k-self__llama31-8b-base__gsm8k-self__all-linear-r16__s11__b7f3334bd3,llama31_8b_base,gsm8k_self,1.0777334252457795,1.8127639328584035,0.6512864183085777,0.9208593829223571,0.1451335833968946,1.0
llama-gsm8k-self__llama31-8b-base__gsm8k-self__all-linear-r16__s22__75aa468ba6,llama31_8b_base,gsm8k_self,0.9816792002498163,1.8119994730382158,0.6525014835231874,0.9208965199265173,0.1513649126812443,1.0
llama-gsm8k-self__llama31-8b-base__gsm8k-self__all-linear-r16__s33__75c0ecac54,llama31_8b_base,gsm8k_self,1.0146232893712799,1.8120136381977383,0.653252191157053,0.9208766465326701,0.1552998655281466,1.0
llama-natural__llama31-8b-base__kind-code__all-linear-r16__s11__df62cf7d44,llama31_8b_base,kind_code,1.0926230115689226,1.8410584104717354,0.5809011903228468,0.9210712564619796,0.11353965952578886,1.0
llama-natural__llama31-8b-base__kind-code__all-linear-r16__s22__1553881c8f,llama31_8b_base,kind_code,1.042448512045889,1.837925367521335,0.5826280612483545,0.9213987515912337,0.11366355815635301,1.0
llama-natural__llama31-8b-base__kind-code__all-linear-r16__s33__07a2dd88f8,llama31_8b_base,kind_code,0.9885106399107036,1.8381030619448864,0.5824415589812152,0.9213882184976506,0.11723475818420866,1.0
llama-natural__llama31-8b-base__kind-dialogue__all-linear-r16__s11__3446a6a56e,llama31_8b_base,kind_dialogue,0.9328007273748768,1.788428968331781,0.6394753922544398,0.9255591955395115,0.13448649806302093,1.0
llama-natural__llama31-8b-base__kind-dialogue__all-linear-r16__s22__bb61ba2f81,llama31_8b_base,kind_dialogue,0.884156972395971,1.8072389178894057,0.6221500214980363,0.924069767898489,0.11840597599574575,1.0
llama-natural__llama31-8b-base__kind-dialogue__all-linear-r16__s33__840c4e58e9,llama31_8b_base,kind_dialogue,0.8931292141276559,1.797340847198929,0.6307828041755829,0.9249018463738463,0.12845734220254837,1.0
llama-natural__llama31-8b-base__kind-instruct__all-linear-r16__s11__4d4411ab69,llama31_8b_base,kind_instruct,0.7643890949443035,1.7364309208852804,0.681044648620766,0.9292211916078138,0.16851240354711863,1.0
llama-natural__llama31-8b-base__kind-instruct__all-linear-r16__s22__823623cf36,llama31_8b_base,kind_instruct,0.7168636965522098,1.7328907090757932,0.6798650622712504,0.9295551044648593,0.1712646571756269,0.9964454635804592
llama-natural__llama31-8b-base__kind-instruct__all-linear-r16__s33__fa651d4852,llama31_8b_base,kind_instruct,0.7613193481685177,1.6433953573698035,0.7042360296323138,0.9379501494847513,0.1806154531824818,1.0
llama-natural__llama31-8b-base__kind-summary__all-linear-r16__s11__03664a5e99,llama31_8b_base,kind_summary,0.6486600442993559,1.8371272229040678,0.5880632844964603,0.9214463142733413,0.244207774352888,1.0
llama-natural__llama31-8b-base__kind-summary__all-linear-r16__s22__fa416bd31b,llama31_8b_base,kind_summary,0.7278999272192185,1.8415266984191399,0.5810960844889548,0.9210422098119379,0.2269095368888694,1.0
llama-natural__llama31-8b-base__kind-summary__all-linear-r16__s33__7d41e1877f,llama31_8b_base,kind_summary,0.6443871491120133,1.82977213721429,0.6030354359542859,0.9220157754604801,0.22304902628484788,1.0
llama-natural__llama31-8b-base__panel-math__all-linear-r16__s11__dad850cf3a,llama31_8b_base,panel_math,0.9076130766281032,1.8123353537562612,0.6524024450729605,0.920840676609509,0.1172284005568387,1.0
llama-natural__llama31-8b-base__panel-math__all-linear-r16__s22__be6dd95ad0,llama31_8b_base,panel_math,0.9391555141463556,1.8070617987804767,0.6567362165030124,0.9212810476357679,0.09612060591686868,1.0
llama-natural__llama31-8b-base__panel-math__all-linear-r16__s33__de84c8450b,llama31_8b_base,panel_math,0.9331789551575392,1.8094066948117056,0.6554927283573962,0.9210804255450252,0.11918793385638707,1.0
llama-text-to-sql__llama31-8b-base__text-to-sql__all-linear-r16__s11__482ca80d7c,llama31_8b_base,text_to_sql,0.5505844422952147,1.5325157885134268,0.7702595774208141,0.9386902929442421,0.3053858285801447,0.9888512106856502
llama-text-to-sql__llama31-8b-base__text-to-sql__all-linear-r16__s22__def9fe9621,llama31_8b_base,text_to_sql,0.5405310745178011,1.4989649234538267,0.7768897051550814,0.9399982106568444,0.30856618616071096,0.9884501066029733
llama-text-to-sql__llama31-8b-base__text-to-sql__all-linear-r16__s33__12f96637a3,llama31_8b_base,text_to_sql,0.512749280729795,1.3791090556419578,0.7943712454446641,0.9431165415648347,0.3302242795065649,0.9867586367830632
llama-xbrl-div-10__llama31-8b-base__xbrl-div-10__all-linear-r16__s11__add51cf5d4,llama31_8b_base,xbrl_div_10,0.3667443591916028,nan,0.9100388857254639,0.9820402650053094,0.45665510331330933,0.9954665668726189
llama-xbrl-div-10__llama31-8b-base__xbrl-div-10__all-linear-r16__s22__76d23c8f13,llama31_8b_base,xbrl_div_10,0.30211873928669036,nan,0.9126434872227591,0.9831455990345481,0.4401226329784086,0.9963296733394967
llama-xbrl-div-10__llama31-8b-base__xbrl-div-10__all-linear-r16__s33__e668e8f1bb,llama31_8b_base,xbrl_div_10,0.2773828993954521,nan,0.9056510832517376,0.9824821395139072,0.47197800767722686,0.9370033109946727
llama-xbrl-div-30__llama31-8b-base__xbrl-div-30__all-linear-r16__s11__afb63f22e8,llama31_8b_base,xbrl_div_30,0.39858564134585683,nan,0.9034711253523422,0.9803884349961787,0.4723699830694912,1.0
llama-xbrl-div-30__llama31-8b-base__xbrl-div-30__all-linear-r16__s22__8d6b4917d6,llama31_8b_base,xbrl_div_30,0.36479258394945324,nan,0.9059157608934107,0.9805700516568394,0.423510353315241,1.0
llama-xbrl-div-30__llama31-8b-base__xbrl-div-30__all-linear-r16__s33__01ab70d7fc,llama31_8b_base,xbrl_div_30,0.3343824119417468,nan,0.9059069370876205,0.9804045340576114,0.44939637470877436,0.9983375583583112
