study,dataset_key,model_key,seeds,r_star_bits_per_value,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen25_natural,kind_code,qwen25_7b_base,3,0.658975990746156,1.9153087538253208,0.7022518331005833,0.7274599329516751
qwen25_natural,kind_dialogue,qwen25_7b_base,3,1.1845548919661695,2.969776538256355,0.8682919197196295,0.8131895428371458
qwen25_natural,kind_instruct,qwen25_7b_base,3,0.7746264252357574,1.88056976373385,0.6967817134734025,0.7238822534669275
qwen25_natural,kind_summary,qwen25_7b_base,3,0.39119903726987415,2.4071694698030255,0.7797018956736287,0.7721364008886411
qwen25_natural,panel_math,qwen25_7b_base,3,0.4121487923125579,0.40321393030535546,0.4641522351987498,0.4229030723859156
