study,dataset_key,model_key,seeds,r_star_bits_per_value,trace_normalized_correction_logdet,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
llama_cot_answer,cot_math,llama31_8b_base,3,0.14393250040720995,48.54995558875104,2.3622942821013138,,
llama_cot_full,cot_math,llama31_8b_base,3,1.14615953431384,131.61809112674973,1.226089944364503,,
llama_cot_reasoning,cot_math,llama31_8b_base,3,0.7647568623618697,133.16923331741881,1.1333135597718258,,
llama_natural,kind_code,llama31_8b_base,3,1.0413726121078197,152.64445653937162,2.2242942017951868,0.8641698551382416,0.5806645159983737
llama_natural,kind_dialogue,llama31_8b_base,3,0.9033623046328357,138.71655922875416,2.8733261290275443,0.7976139300881314,0.6307078644516204
llama_natural,kind_instruct,llama31_8b_base,3,0.7475240465550103,119.2799162327233,2.2563000896479934,0.7047338832569825,0.5834569702469629
llama_natural,kind_summary,llama31_8b_base,3,0.6736490402101966,139.75708071086214,2.3227116002300483,0.8025861716427425,0.5891270149400478
llama_natural,panel_math,llama31_8b_base,3,0.9266491819773327,132.33574171880173,1.225934764292712,0.7671225211927567,0.464222882187736
