study,dataset_key,model_key,seeds,r_star_bits_per_value,angular_correction_logdet,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
llama_cot_answer,cot_math,llama31_8b_base,3,0.14393250040720995,48.8085856835184,2.3622942821013138,,
llama_cot_full,cot_math,llama31_8b_base,3,1.14615953431384,133.6521292767544,1.226089944364503,,
llama_cot_reasoning,cot_math,llama31_8b_base,3,0.7647568623618697,135.14333690168746,1.1333135597718258,,
llama_natural,kind_code,llama31_8b_base,3,1.0413726121078197,154.7350023494853,2.2242942017951868,0.8210080722316632,0.5806645159983737
llama_natural,kind_dialogue,llama31_8b_base,3,0.9033623046328357,157.24637656146723,2.8733261290275443,0.8322019742278266,0.6307078644516204
llama_natural,kind_instruct,llama31_8b_base,3,0.7475240465550103,155.07610271986354,2.2563000896479934,0.8225284526268476,0.5834569702469629
llama_natural,kind_summary,llama31_8b_base,3,0.6736490402101966,146.33684326921096,2.3227116002300483,0.7835751125220896,0.5891270149400478
llama_natural,panel_math,llama31_8b_base,3,0.9266491819773327,134.41031178030238,1.225934764292712,0.7304152034953733,0.464222882187736
