study,dataset_key,model_key,seeds,r_star_bits_per_value,surprisal_variance_bits2,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen3_natural,kind_code,qwen3_8b_base,3,0.8523414307666529,0.42140581299592617,1.7526341708465762,0.5195901881491678,0.534082908531129
qwen3_natural,kind_dialogue,qwen3_8b_base,3,1.0796848342216252,0.9175403340974014,3.014718977418102,0.6149220903316767,0.6400969703263379
qwen3_natural,kind_instruct,qwen3_8b_base,3,0.8348358446025559,1.1464253275017333,1.9518987516057678,0.658902182170122,0.5551304050624803
qwen3_natural,kind_summary,qwen3_8b_base,3,0.6368193259654874,0.4696182191237117,2.407522968567134,0.5288541683591185,0.5961367621812061
