study,dataset_key,model_key,seeds,r_star_bits_per_value,coherent_correction_energy,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen25_natural,kind_code,qwen25_7b_base,3,0.658975990746156,91.42088705587373,1.9153087538253208,0.5953649437022488,0.7274599329516751
qwen25_natural,kind_dialogue,qwen25_7b_base,3,1.1845548919661695,149.6134228448372,2.969776538256355,0.5862684335085513,0.8131895428371458
qwen25_natural,kind_instruct,qwen25_7b_base,3,0.7746264252357574,96.18891694631314,1.88056976373385,0.5946196173143504,0.7238822534669275
qwen25_natural,kind_summary,qwen25_7b_base,3,0.39119903726987415,100.58602840594456,2.4071694698030255,0.5939322719585747,0.7721364008886411
qwen25_natural,panel_math,qwen25_7b_base,3,0.4121487923125579,10.548624872952425,0.40321393030535546,0.6080066914343325,0.4229030723859156
