study,dataset_key,model_key,seeds,r_star_bits_per_value,correction_energy_rank90,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
llama_cot_answer,cot_math,llama31_8b_base,3,0.14393250040720995,21.333333333333332,2.3622942821013138,,
llama_cot_full,cot_math,llama31_8b_base,3,1.14615953431384,141.33333333333334,1.226089944364503,,
llama_cot_reasoning,cot_math,llama31_8b_base,3,0.7647568623618697,143.33333333333334,1.1333135597718258,,
llama_natural,kind_code,llama31_8b_base,3,1.0413726121078197,176.0,2.2242942017951868,0.8499244581963779,0.5806645159983737
llama_natural,kind_dialogue,llama31_8b_base,3,0.9033623046328357,158.33333333333334,2.8733261290275443,0.7930327968802315,0.6307078644516204
llama_natural,kind_instruct,llama31_8b_base,3,0.7475240465550103,130.66666666666666,2.2563000896479934,0.7039383084040023,0.5834569702469629
llama_natural,kind_summary,llama31_8b_base,3,0.6736490402101966,165.0,2.3227116002300483,0.8145013483202868,0.5891270149400478
llama_natural,panel_math,llama31_8b_base,3,0.9266491819773327,142.0,1.225934764292712,0.7404348458520962,0.464222882187736
