study,dataset_key,model_key,seeds,r_star_bits_per_value,fisher_effective_rank,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
llama_cot_answer,cot_math,llama31_8b_base,3,0.14393250040720995,6.0343994414874444,2.3622942821013138,,
llama_cot_full,cot_math,llama31_8b_base,3,1.14615953431384,106.42015928767334,1.226089944364503,,
llama_cot_reasoning,cot_math,llama31_8b_base,3,0.7647568623618697,110.10250539897207,1.1333135597718258,,
llama_natural,kind_code,llama31_8b_base,3,1.0413726121078197,165.71565181623495,2.2242942017951868,0.9885811957627466,0.5806645159983737
llama_natural,kind_dialogue,llama31_8b_base,3,0.9033623046328357,124.61156024105986,2.8733261290275443,0.831092605825789,0.6307078644516204
llama_natural,kind_instruct,llama31_8b_base,3,0.7475240465550103,79.04726960397413,2.2563000896479934,0.6565149516575062,0.5834569702469629
llama_natural,kind_summary,llama31_8b_base,3,0.6736490402101966,147.17117171082745,2.3227116002300483,0.9175288038719486,0.5891270149400478
llama_natural,panel_math,llama31_8b_base,3,0.9266491819773327,108.31116363481895,1.225934764292712,0.7686383250339355,0.464222882187736
