study,dataset_key,model_key,seeds,r_star_bits_per_value,centered_angular_correction_rd90_bits,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
llama_cot_answer,cot_math,llama31_8b_base,3,0.14393250040720995,185.1394373605066,2.3622942821013138,,
llama_cot_full,cot_math,llama31_8b_base,3,1.14615953431384,317.858764234061,1.226089944364503,,
llama_cot_reasoning,cot_math,llama31_8b_base,3,0.7647568623618697,321.54033898814106,1.1333135597718258,,
llama_natural,kind_code,llama31_8b_base,3,1.0413726121078197,385.3813801439269,2.2242942017951868,0.7247527559862497,0.5806645159983737
llama_natural,kind_dialogue,llama31_8b_base,3,0.9033623046328357,375.9762611940637,2.8733261290275443,0.7129002190607918,0.6307078644516204
llama_natural,kind_instruct,llama31_8b_base,3,0.7475240465550103,370.2733079457953,2.2563000896479934,0.7057132324506709,0.5834569702469629
llama_natural,kind_summary,llama31_8b_base,3,0.6736490402101966,354.6657854368503,2.3227116002300483,0.6860442906926427,0.5891270149400478
llama_natural,panel_math,llama31_8b_base,3,0.9266491819773327,319.2987391573882,1.225934764292712,0.6414739642346452,0.464222882187736
