study,dataset_key,model_key,seeds,r_star_bits_per_value,fisher_trace,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen3_natural,kind_code,qwen3_8b_base,3,0.8523414307666529,1035.959198761564,1.7526341708465762,0.49440348410275126,0.534082908531129
qwen3_natural,kind_dialogue,qwen3_8b_base,3,1.0796848342216252,3362.0792164562968,3.014718977418102,0.5182576226588236,0.6400969703263379
qwen3_natural,kind_instruct,qwen3_8b_base,3,0.8348358446025559,3244.0116650339455,1.9518987516057678,0.5170468511985461,0.5551304050624803
qwen3_natural,kind_summary,qwen3_8b_base,3,0.6368193259654874,1948.7799395362165,2.407522968567134,0.5037643735932577,0.5961367621812061
