study,dataset_key,model_key,seeds,r_star_bits_per_value,angular_correction_rd90_bits,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen3_natural,kind_code,qwen3_8b_base,3,0.8523414307666529,75.58503792150363,1.7526341708465762,0.39007175815069406,0.534082908531129
qwen3_natural,kind_dialogue,qwen3_8b_base,3,1.0796848342216252,69.2311707898442,3.014718977418102,0.38112131091518825,0.6400969703263379
qwen3_natural,kind_instruct,qwen3_8b_base,3,0.8348358446025559,74.84437463005123,1.9518987516057678,0.3890284143772007,0.5551304050624803
qwen3_natural,kind_summary,qwen3_8b_base,3,0.6368193259654874,69.97516312500693,2.407522968567134,0.38216934418398524,0.5961367621812061
