study,dataset_key,model_key,seeds,r_star_bits_per_value,dataset_centered_correction_log_volume,base_codelength_bits_per_token,prefit_prediction,base_codelength_prediction
qwen25_natural,kind_code,qwen25_7b_base,3,0.658975990746156,662.3481858161589,1.9153087538253208,0.6894673216377076,0.7274599329516751
qwen25_natural,kind_dialogue,qwen25_7b_base,3,1.1845548919661695,671.8978585186063,2.969776538256355,0.6947811836010271,0.8131895428371458
qwen25_natural,kind_instruct,qwen25_7b_base,3,0.7746264252357574,708.0090754484232,1.88056976373385,0.7148750682891751,0.7238822534669275
qwen25_natural,kind_summary,qwen25_7b_base,3,0.39119903726987415,679.2079001959463,2.4071694698030255,0.6988488154068315,0.7721364008886411
qwen25_natural,panel_math,qwen25_7b_base,3,0.4121487923125579,635.3097830994856,0.40321393030535546,0.6744219536736074,0.4229030723859156
